controller,action_mode,mode,case_id,control_step,physics_step,contact_time_s,link_a,link_b,contact_force_N,contact_points,self_collision,primary_fall_at_sample,primary_fall_same_control_step,episode_primary_fall,causes_primary_fall,classification,evidence,root_height_m,root_orientation_quat,root_tilt_rad,root_state,joint_position,joint_velocity,geometry_min_z_m,ground_prim_candidate
zero,legacy_raw,ground_positive,0,18,69,0.34500000000000003,right_ankle_roll_link,/World/ground/terrain/GroundPlane/CollisionPlane,36.4127082824707,"[[0.796581506729126, -0.11878263205289841, 7.60577631808701e-06], [0.7965076565742493, -0.10879186540842056, 0.0020518458914011717], [0.7965078949928284, -0.1287916600704193, 0.0019605697598308325], [0.7962129712104797, -0.10082846879959106, 0.012082897126674652], [0.7962133884429932, -0.13682807981967926, 0.011918529868125916]]",False,True,,,not_established,robot_ground_contact,PhysX filtered contact matrix (normal force),0.06683456897735596,"[0.7089793086051941, -0.0004915855242870748, -0.7052287459373474, -0.0005014949711039662]",1.5654919653729402,"[-0.00015966594219207764, -0.0005522293504327536, 0.06683456897735596, 0.7089793086051941, -0.0004915855242870748, -0.7052287459373474, -0.0005014949711039662, -0.0006656001205556095, 0.0006726366700604558, -0.002193643944337964, -0.008912538178265095, 0.0022269468754529953, 0.007344288285821676]","[0.1847025454044342, 0.1847006380558014, 0.0011399956420063972, 0.20354820787906647, -0.20003528892993927, 0.0023245711345225573, 0.0025046418886631727, -0.005305169150233269, -0.007721079979091883, 0.711957573890686, 0.7117185592651367, -0.28799864649772644, -0.29164063930511475, 0.00025816759443841875, -0.0002745338424574584, -0.0018580494215711951, 0.00045964986202307045, 0.01944473385810852, 0.01940205506980419, -0.0014085937291383743, 0.0028633149340748787, 0.0001554734044475481, -0.00017561450658831745, 0.6282903552055359, 0.6295164823532104, -0.3849852979183197, -0.38181573152542114, -0.00016374490223824978, -2.675483756320318e-06]","[-0.017126277089118958, -0.0022429192904382944, -0.02430904470384121, -0.021796900779008865, -0.007847871631383896, -0.07009248435497284, -0.007188289426267147, -0.018681969493627548, -0.03439515084028244, -0.18160565197467804, -0.22768910229206085, 0.011384064331650734, 0.0017275474965572357, 0.001913518295623362, 0.00012722538667730987, 0.0305270217359066, 0.025370890274643898, 0.006577616557478905, -0.002266867086291313, -0.07417180389165878, -0.08489508926868439, -0.00768644455820322, -0.0028460854664444923, 0.08018176257610321, 0.032005053013563156, -0.16844671964645386, 0.011369213461875916, 0.014256860129535198, 0.012570730410516262]",,
zero,legacy_raw,ground_positive,0,18,69,0.34500000000000003,right_shoulder_yaw_link,/World/ground/terrain/GroundPlane/CollisionPlane,38.118019104003906,"[[-0.07046303153038025, -0.1826135814189911, -4.464536687009968e-06]]",False,True,,,not_established,robot_ground_contact,PhysX filtered contact matrix (normal force),0.06683456897735596,"[0.7089793086051941, -0.0004915855242870748, -0.7052287459373474, -0.0005014949711039662]",1.5654919653729402,"[-0.00015966594219207764, -0.0005522293504327536, 0.06683456897735596, 0.7089793086051941, -0.0004915855242870748, -0.7052287459373474, -0.0005014949711039662, -0.0006656001205556095, 0.0006726366700604558, -0.002193643944337964, -0.008912538178265095, 0.0022269468754529953, 0.007344288285821676]","[0.1847025454044342, 0.1847006380558014, 0.0011399956420063972, 0.20354820787906647, -0.20003528892993927, 0.0023245711345225573, 0.0025046418886631727, -0.005305169150233269, -0.007721079979091883, 0.711957573890686, 0.7117185592651367, -0.28799864649772644, -0.29164063930511475, 0.00025816759443841875, -0.0002745338424574584, -0.0018580494215711951, 0.00045964986202307045, 0.01944473385810852, 0.01940205506980419, -0.0014085937291383743, 0.0028633149340748787, 0.0001554734044475481, -0.00017561450658831745, 0.6282903552055359, 0.6295164823532104, -0.3849852979183197, -0.38181573152542114, -0.00016374490223824978, -2.675483756320318e-06]","[-0.017126277089118958, -0.0022429192904382944, -0.02430904470384121, -0.021796900779008865, -0.007847871631383896, -0.07009248435497284, -0.007188289426267147, -0.018681969493627548, -0.03439515084028244, -0.18160565197467804, -0.22768910229206085, 0.011384064331650734, 0.0017275474965572357, 0.001913518295623362, 0.00012722538667730987, 0.0305270217359066, 0.025370890274643898, 0.006577616557478905, -0.002266867086291313, -0.07417180389165878, -0.08489508926868439, -0.00768644455820322, -0.0028460854664444923, 0.08018176257610321, 0.032005053013563156, -0.16844671964645386, 0.011369213461875916, 0.014256860129535198, 0.012570730410516262]",,
zero,legacy_raw,ground_positive,0,18,69,0.34500000000000003,torso_link,/World/ground/terrain/GroundPlane/CollisionPlane,59.10448455810547,"[[-0.22008545696735382, 0.031757891178131104, 8.686184855832835e-07], [-0.13009235262870789, 0.027632378041744232, 0.0025235977955162525], [-0.06010453402996063, 0.01953475922346115, 0.007152441889047623], [-0.42010048031806946, 3.6811954487347975e-05, 0.011061694473028183], [-0.22017447650432587, -0.032242052257061005, 1.3752579661741038e-06], [-0.13017025589942932, -0.028367573395371437, 0.002524044830352068], [-0.06016017124056816, -0.020465202629566193, 0.0071527548134326935], [-0.4101005792617798, 2.2938047550269403e-05, 0.011008668690919876]]",False,True,,,not_established,robot_ground_contact,PhysX filtered contact matrix (normal force),0.06683456897735596,"[0.7089793086051941, -0.0004915855242870748, -0.7052287459373474, -0.0005014949711039662]",1.5654919653729402,"[-0.00015966594219207764, -0.0005522293504327536, 0.06683456897735596, 0.7089793086051941, -0.0004915855242870748, -0.7052287459373474, -0.0005014949711039662, -0.0006656001205556095, 0.0006726366700604558, -0.002193643944337964, -0.008912538178265095, 0.0022269468754529953, 0.007344288285821676]","[0.1847025454044342, 0.1847006380558014, 0.0011399956420063972, 0.20354820787906647, -0.20003528892993927, 0.0023245711345225573, 0.0025046418886631727, -0.005305169150233269, -0.007721079979091883, 0.711957573890686, 0.7117185592651367, -0.28799864649772644, -0.29164063930511475, 0.00025816759443841875, -0.0002745338424574584, -0.0018580494215711951, 0.00045964986202307045, 0.01944473385810852, 0.01940205506980419, -0.0014085937291383743, 0.0028633149340748787, 0.0001554734044475481, -0.00017561450658831745, 0.6282903552055359, 0.6295164823532104, -0.3849852979183197, -0.38181573152542114, -0.00016374490223824978, -2.675483756320318e-06]","[-0.017126277089118958, -0.0022429192904382944, -0.02430904470384121, -0.021796900779008865, -0.007847871631383896, -0.07009248435497284, -0.007188289426267147, -0.018681969493627548, -0.03439515084028244, -0.18160565197467804, -0.22768910229206085, 0.011384064331650734, 0.0017275474965572357, 0.001913518295623362, 0.00012722538667730987, 0.0305270217359066, 0.025370890274643898, 0.006577616557478905, -0.002266867086291313, -0.07417180389165878, -0.08489508926868439, -0.00768644455820322, -0.0028460854664444923, 0.08018176257610321, 0.032005053013563156, -0.16844671964645386, 0.011369213461875916, 0.014256860129535198, 0.012570730410516262]",,
zero,legacy_raw,ground_positive,0,18,69,0.34500000000000003,torso_link,unresolved_sensor_net,59.10448455810547,[],,True,,,not_established,unconfirmed,"net force; pair rows are separate, not assumed exhaustive",0.06683456897735596,"[0.7089793086051941, -0.0004915855242870748, -0.7052287459373474, -0.0005014949711039662]",1.5654919653729402,"[-0.00015966594219207764, -0.0005522293504327536, 0.06683456897735596, 0.7089793086051941, -0.0004915855242870748, -0.7052287459373474, -0.0005014949711039662, -0.0006656001205556095, 0.0006726366700604558, -0.002193643944337964, -0.008912538178265095, 0.0022269468754529953, 0.007344288285821676]","[0.1847025454044342, 0.1847006380558014, 0.0011399956420063972, 0.20354820787906647, -0.20003528892993927, 0.0023245711345225573, 0.0025046418886631727, -0.005305169150233269, -0.007721079979091883, 0.711957573890686, 0.7117185592651367, -0.28799864649772644, -0.29164063930511475, 0.00025816759443841875, -0.0002745338424574584, -0.0018580494215711951, 0.00045964986202307045, 0.01944473385810852, 0.01940205506980419, -0.0014085937291383743, 0.0028633149340748787, 0.0001554734044475481, -0.00017561450658831745, 0.6282903552055359, 0.6295164823532104, -0.3849852979183197, -0.38181573152542114, -0.00016374490223824978, -2.675483756320318e-06]","[-0.017126277089118958, -0.0022429192904382944, -0.02430904470384121, -0.021796900779008865, -0.007847871631383896, -0.07009248435497284, -0.007188289426267147, -0.018681969493627548, -0.03439515084028244, -0.18160565197467804, -0.22768910229206085, 0.011384064331650734, 0.0017275474965572357, 0.001913518295623362, 0.00012722538667730987, 0.0305270217359066, 0.025370890274643898, 0.006577616557478905, -0.002266867086291313, -0.07417180389165878, -0.08489508926868439, -0.00768644455820322, -0.0028460854664444923, 0.08018176257610321, 0.032005053013563156, -0.16844671964645386, 0.011369213461875916, 0.014256860129535198, 0.012570730410516262]",,
zero,legacy_raw,ground_positive,0,18,69,0.34500000000000003,left_shoulder_yaw_link,unresolved_sensor_net,38.03679656982422,[],,True,,,not_established,unconfirmed,"net force; pair rows are separate, not assumed exhaustive",0.06683456897735596,"[0.7089793086051941, -0.0004915855242870748, -0.7052287459373474, -0.0005014949711039662]",1.5654919653729402,"[-0.00015966594219207764, -0.0005522293504327536, 0.06683456897735596, 0.7089793086051941, -0.0004915855242870748, -0.7052287459373474, -0.0005014949711039662, -0.0006656001205556095, 0.0006726366700604558, -0.002193643944337964, -0.008912538178265095, 0.0022269468754529953, 0.007344288285821676]","[0.1847025454044342, 0.1847006380558014, 0.0011399956420063972, 0.20354820787906647, -0.20003528892993927, 0.0023245711345225573, 0.0025046418886631727, -0.005305169150233269, -0.007721079979091883, 0.711957573890686, 0.7117185592651367, -0.28799864649772644, -0.29164063930511475, 0.00025816759443841875, -0.0002745338424574584, -0.0018580494215711951, 0.00045964986202307045, 0.01944473385810852, 0.01940205506980419, -0.0014085937291383743, 0.0028633149340748787, 0.0001554734044475481, -0.00017561450658831745, 0.6282903552055359, 0.6295164823532104, -0.3849852979183197, -0.38181573152542114, -0.00016374490223824978, -2.675483756320318e-06]","[-0.017126277089118958, -0.0022429192904382944, -0.02430904470384121, -0.021796900779008865, -0.007847871631383896, -0.07009248435497284, -0.007188289426267147, -0.018681969493627548, -0.03439515084028244, -0.18160565197467804, -0.22768910229206085, 0.011384064331650734, 0.0017275474965572357, 0.001913518295623362, 0.00012722538667730987, 0.0305270217359066, 0.025370890274643898, 0.006577616557478905, -0.002266867086291313, -0.07417180389165878, -0.08489508926868439, -0.00768644455820322, -0.0028460854664444923, 0.08018176257610321, 0.032005053013563156, -0.16844671964645386, 0.011369213461875916, 0.014256860129535198, 0.012570730410516262]",,
zero,legacy_raw,ground_positive,0,18,69,0.34500000000000003,right_shoulder_yaw_link,unresolved_sensor_net,38.118019104003906,[],,True,,,not_established,unconfirmed,"net force; pair rows are separate, not assumed exhaustive",0.06683456897735596,"[0.7089793086051941, -0.0004915855242870748, -0.7052287459373474, -0.0005014949711039662]",1.5654919653729402,"[-0.00015966594219207764, -0.0005522293504327536, 0.06683456897735596, 0.7089793086051941, -0.0004915855242870748, -0.7052287459373474, -0.0005014949711039662, -0.0006656001205556095, 0.0006726366700604558, -0.002193643944337964, -0.008912538178265095, 0.0022269468754529953, 0.007344288285821676]","[0.1847025454044342, 0.1847006380558014, 0.0011399956420063972, 0.20354820787906647, -0.20003528892993927, 0.0023245711345225573, 0.0025046418886631727, -0.005305169150233269, -0.007721079979091883, 0.711957573890686, 0.7117185592651367, -0.28799864649772644, -0.29164063930511475, 0.00025816759443841875, -0.0002745338424574584, -0.0018580494215711951, 0.00045964986202307045, 0.01944473385810852, 0.01940205506980419, -0.0014085937291383743, 0.0028633149340748787, 0.0001554734044475481, -0.00017561450658831745, 0.6282903552055359, 0.6295164823532104, -0.3849852979183197, -0.38181573152542114, -0.00016374490223824978, -2.675483756320318e-06]","[-0.017126277089118958, -0.0022429192904382944, -0.02430904470384121, -0.021796900779008865, -0.007847871631383896, -0.07009248435497284, -0.007188289426267147, -0.018681969493627548, -0.03439515084028244, -0.18160565197467804, -0.22768910229206085, 0.011384064331650734, 0.0017275474965572357, 0.001913518295623362, 0.00012722538667730987, 0.0305270217359066, 0.025370890274643898, 0.006577616557478905, -0.002266867086291313, -0.07417180389165878, -0.08489508926868439, -0.00768644455820322, -0.0028460854664444923, 0.08018176257610321, 0.032005053013563156, -0.16844671964645386, 0.011369213461875916, 0.014256860129535198, 0.012570730410516262]",,
zero,legacy_raw,ground_positive,0,18,69,0.34500000000000003,pelvis,unresolved_sensor_net,132.02633666992188,[],,True,,,not_established,unconfirmed,"net force; pair rows are separate, not assumed exhaustive",0.06683456897735596,"[0.7089793086051941, -0.0004915855242870748, -0.7052287459373474, -0.0005014949711039662]",1.5654919653729402,"[-0.00015966594219207764, -0.0005522293504327536, 0.06683456897735596, 0.7089793086051941, -0.0004915855242870748, -0.7052287459373474, -0.0005014949711039662, -0.0006656001205556095, 0.0006726366700604558, -0.002193643944337964, -0.008912538178265095, 0.0022269468754529953, 0.007344288285821676]","[0.1847025454044342, 0.1847006380558014, 0.0011399956420063972, 0.20354820787906647, -0.20003528892993927, 0.0023245711345225573, 0.0025046418886631727, -0.005305169150233269, -0.007721079979091883, 0.711957573890686, 0.7117185592651367, -0.28799864649772644, -0.29164063930511475, 0.00025816759443841875, -0.0002745338424574584, -0.0018580494215711951, 0.00045964986202307045, 0.01944473385810852, 0.01940205506980419, -0.0014085937291383743, 0.0028633149340748787, 0.0001554734044475481, -0.00017561450658831745, 0.6282903552055359, 0.6295164823532104, -0.3849852979183197, -0.38181573152542114, -0.00016374490223824978, -2.675483756320318e-06]","[-0.017126277089118958, -0.0022429192904382944, -0.02430904470384121, -0.021796900779008865, -0.007847871631383896, -0.07009248435497284, -0.007188289426267147, -0.018681969493627548, -0.03439515084028244, -0.18160565197467804, -0.22768910229206085, 0.011384064331650734, 0.0017275474965572357, 0.001913518295623362, 0.00012722538667730987, 0.0305270217359066, 0.025370890274643898, 0.006577616557478905, -0.002266867086291313, -0.07417180389165878, -0.08489508926868439, -0.00768644455820322, -0.0028460854664444923, 0.08018176257610321, 0.032005053013563156, -0.16844671964645386, 0.011369213461875916, 0.014256860129535198, 0.012570730410516262]",,
zero,legacy_raw,ground_positive,0,18,69,0.34500000000000003,left_ankle_roll_link,unresolved_sensor_net,20.282020568847656,[],,True,,,not_established,unconfirmed,"net force; pair rows are separate, not assumed exhaustive",0.06683456897735596,"[0.7089793086051941, -0.0004915855242870748, -0.7052287459373474, -0.0005014949711039662]",1.5654919653729402,"[-0.00015966594219207764, -0.0005522293504327536, 0.06683456897735596, 0.7089793086051941, -0.0004915855242870748, -0.7052287459373474, -0.0005014949711039662, -0.0006656001205556095, 0.0006726366700604558, -0.002193643944337964, -0.008912538178265095, 0.0022269468754529953, 0.007344288285821676]","[0.1847025454044342, 0.1847006380558014, 0.0011399956420063972, 0.20354820787906647, -0.20003528892993927, 0.0023245711345225573, 0.0025046418886631727, -0.005305169150233269, -0.007721079979091883, 0.711957573890686, 0.7117185592651367, -0.28799864649772644, -0.29164063930511475, 0.00025816759443841875, -0.0002745338424574584, -0.0018580494215711951, 0.00045964986202307045, 0.01944473385810852, 0.01940205506980419, -0.0014085937291383743, 0.0028633149340748787, 0.0001554734044475481, -0.00017561450658831745, 0.6282903552055359, 0.6295164823532104, -0.3849852979183197, -0.38181573152542114, -0.00016374490223824978, -2.675483756320318e-06]","[-0.017126277089118958, -0.0022429192904382944, -0.02430904470384121, -0.021796900779008865, -0.007847871631383896, -0.07009248435497284, -0.007188289426267147, -0.018681969493627548, -0.03439515084028244, -0.18160565197467804, -0.22768910229206085, 0.011384064331650734, 0.0017275474965572357, 0.001913518295623362, 0.00012722538667730987, 0.0305270217359066, 0.025370890274643898, 0.006577616557478905, -0.002266867086291313, -0.07417180389165878, -0.08489508926868439, -0.00768644455820322, -0.0028460854664444923, 0.08018176257610321, 0.032005053013563156, -0.16844671964645386, 0.011369213461875916, 0.014256860129535198, 0.012570730410516262]",,
zero,legacy_raw,ground_positive,0,18,69,0.34500000000000003,right_ankle_roll_link,unresolved_sensor_net,36.4127082824707,[],,True,,,not_established,unconfirmed,"net force; pair rows are separate, not assumed exhaustive",0.06683456897735596,"[0.7089793086051941, -0.0004915855242870748, -0.7052287459373474, -0.0005014949711039662]",1.5654919653729402,"[-0.00015966594219207764, -0.0005522293504327536, 0.06683456897735596, 0.7089793086051941, -0.0004915855242870748, -0.7052287459373474, -0.0005014949711039662, -0.0006656001205556095, 0.0006726366700604558, -0.002193643944337964, -0.008912538178265095, 0.0022269468754529953, 0.007344288285821676]","[0.1847025454044342, 0.1847006380558014, 0.0011399956420063972, 0.20354820787906647, -0.20003528892993927, 0.0023245711345225573, 0.0025046418886631727, -0.005305169150233269, -0.007721079979091883, 0.711957573890686, 0.7117185592651367, -0.28799864649772644, -0.29164063930511475, 0.00025816759443841875, -0.0002745338424574584, -0.0018580494215711951, 0.00045964986202307045, 0.01944473385810852, 0.01940205506980419, -0.0014085937291383743, 0.0028633149340748787, 0.0001554734044475481, -0.00017561450658831745, 0.6282903552055359, 0.6295164823532104, -0.3849852979183197, -0.38181573152542114, -0.00016374490223824978, -2.675483756320318e-06]","[-0.017126277089118958, -0.0022429192904382944, -0.02430904470384121, -0.021796900779008865, -0.007847871631383896, -0.07009248435497284, -0.007188289426267147, -0.018681969493627548, -0.03439515084028244, -0.18160565197467804, -0.22768910229206085, 0.011384064331650734, 0.0017275474965572357, 0.001913518295623362, 0.00012722538667730987, 0.0305270217359066, 0.025370890274643898, 0.006577616557478905, -0.002266867086291313, -0.07417180389165878, -0.08489508926868439, -0.00768644455820322, -0.0028460854664444923, 0.08018176257610321, 0.032005053013563156, -0.16844671964645386, 0.011369213461875916, 0.014256860129535198, 0.012570730410516262]",,
zero,legacy_raw,ground_positive,0,18,70,0.35000000000000003,left_ankle_roll_link,/World/ground/terrain/GroundPlane/CollisionPlane,36.931671142578125,"[[0.7961636781692505, 0.10044791549444199, 0.0118243508040905], [0.7961757779121399, 0.13644617795944214, 0.012178363278508186], [0.7965521216392517, 0.11854519695043564, 9.257942110707518e-06], [0.7964790463447571, 0.12852509319782257, 0.0021060563158243895], [0.7964721918106079, 0.10852605104446411, 0.0019092574948444963]]",False,True,,,not_established,robot_ground_contact,PhysX filtered contact matrix (normal force),0.06683488190174103,"[0.7089787721633911, -0.0004936176701448858, -0.7052293419837952, -0.0004933463642373681]",1.5654936343264654,"[-0.0001596510410308838, -0.0005491195479407907, 0.06683488190174103, 0.7089787721633911, -0.0004936176701448858, -0.7052293419837952, -0.0004933463642373681, -0.0004998750519007444, -0.0004790708771906793, -0.0016818966250866652, 0.005613378714770079, 0.0050439066253602505, 0.00025652299518696964]","[0.18468840420246124, 0.18471498787403107, 0.0011436028871685266, 0.2035199999809265, -0.20005784928798676, 0.002101919148117304, 0.0023984236177057028, -0.0053640431724488735, -0.007919421419501305, 0.7115078568458557, 0.7110921740531921, -0.287945032119751, -0.291634738445282, 0.00025676877703517675, -0.00027383017004467547, -0.001780676655471325, 0.0005295799346640706, 0.019326720386743546, 0.019242800772190094, -0.0016916947206482291, 0.00256603816524148, 0.0001374616113025695, -0.00018298428039997816, 0.6283097267150879, 0.6294065117835999, -0.3851637840270996, -0.381796658039093, -0.00012218162009958178, 4.502083174884319e-05]","[-0.002797279506921768, -0.01396871916949749, -0.02796492539346218, -0.012715155258774757, 0.0019447638187557459, -0.018651170656085014, 0.008098103106021881, -0.008696774952113628, -0.020750612020492554, -0.18801182508468628, -0.20914016664028168, -0.014967288821935654, 0.02877286821603775, 0.0013890564441680908, -0.000669672735966742, -0.012064251117408276, -0.014788629487156868, 0.007197183091193438, 0.0016025635413825512, -0.04819854721426964, -0.04932541400194168, -0.007087232079356909, -0.0017668690998107195, 0.07719535380601883, 0.029367299750447273, 0.07736781239509583, -0.2559356391429901, 0.008995410986244678, 0.003320915624499321]",,
zero,legacy_raw,ground_positive,0,18,70,0.35000000000000003,left_shoulder_yaw_link,/World/ground/terrain/GroundPlane/CollisionPlane,37.901187896728516,"[[-0.07010266184806824, 0.1823454648256302, -5.142539521330036e-06]]",False,True,,,not_established,robot_ground_contact,PhysX filtered contact matrix (normal force),0.06683488190174103,"[0.7089787721633911, -0.0004936176701448858, -0.7052293419837952, -0.0004933463642373681]",1.5654936343264654,"[-0.0001596510410308838, -0.0005491195479407907, 0.06683488190174103, 0.7089787721633911, -0.0004936176701448858, -0.7052293419837952, -0.0004933463642373681, -0.0004998750519007444, -0.0004790708771906793, -0.0016818966250866652, 0.005613378714770079, 0.0050439066253602505, 0.00025652299518696964]","[0.18468840420246124, 0.18471498787403107, 0.0011436028871685266, 0.2035199999809265, -0.20005784928798676, 0.002101919148117304, 0.0023984236177057028, -0.0053640431724488735, -0.007919421419501305, 0.7115078568458557, 0.7110921740531921, -0.287945032119751, -0.291634738445282, 0.00025676877703517675, -0.00027383017004467547, -0.001780676655471325, 0.0005295799346640706, 0.019326720386743546, 0.019242800772190094, -0.0016916947206482291, 0.00256603816524148, 0.0001374616113025695, -0.00018298428039997816, 0.6283097267150879, 0.6294065117835999, -0.3851637840270996, -0.381796658039093, -0.00012218162009958178, 4.502083174884319e-05]","[-0.002797279506921768, -0.01396871916949749, -0.02796492539346218, -0.012715155258774757, 0.0019447638187557459, -0.018651170656085014, 0.008098103106021881, -0.008696774952113628, -0.020750612020492554, -0.18801182508468628, -0.20914016664028168, -0.014967288821935654, 0.02877286821603775, 0.0013890564441680908, -0.000669672735966742, -0.012064251117408276, -0.014788629487156868, 0.007197183091193438, 0.0016025635413825512, -0.04819854721426964, -0.04932541400194168, -0.007087232079356909, -0.0017668690998107195, 0.07719535380601883, 0.029367299750447273, 0.07736781239509583, -0.2559356391429901, 0.008995410986244678, 0.003320915624499321]",,
zero,legacy_raw,ground_positive,0,18,70,0.35000000000000003,pelvis,/World/ground/terrain/GroundPlane/CollisionPlane,131.9317169189453,"[[0.12386320531368256, -0.000540474196895957, -9.992718332796358e-07]]",False,True,,,not_established,robot_ground_contact,PhysX filtered contact matrix (normal force),0.06683488190174103,"[0.7089787721633911, -0.0004936176701448858, -0.7052293419837952, -0.0004933463642373681]",1.5654936343264654,"[-0.0001596510410308838, -0.0005491195479407907, 0.06683488190174103, 0.7089787721633911, -0.0004936176701448858, -0.7052293419837952, -0.0004933463642373681, -0.0004998750519007444, -0.0004790708771906793, -0.0016818966250866652, 0.005613378714770079, 0.0050439066253602505, 0.00025652299518696964]","[0.18468840420246124, 0.18471498787403107, 0.0011436028871685266, 0.2035199999809265, -0.20005784928798676, 0.002101919148117304, 0.0023984236177057028, -0.0053640431724488735, -0.007919421419501305, 0.7115078568458557, 0.7110921740531921, -0.287945032119751, -0.291634738445282, 0.00025676877703517675, -0.00027383017004467547, -0.001780676655471325, 0.0005295799346640706, 0.019326720386743546, 0.019242800772190094, -0.0016916947206482291, 0.00256603816524148, 0.0001374616113025695, -0.00018298428039997816, 0.6283097267150879, 0.6294065117835999, -0.3851637840270996, -0.381796658039093, -0.00012218162009958178, 4.502083174884319e-05]","[-0.002797279506921768, -0.01396871916949749, -0.02796492539346218, -0.012715155258774757, 0.0019447638187557459, -0.018651170656085014, 0.008098103106021881, -0.008696774952113628, -0.020750612020492554, -0.18801182508468628, -0.20914016664028168, -0.014967288821935654, 0.02877286821603775, 0.0013890564441680908, -0.000669672735966742, -0.012064251117408276, -0.014788629487156868, 0.007197183091193438, 0.0016025635413825512, -0.04819854721426964, -0.04932541400194168, -0.007087232079356909, -0.0017668690998107195, 0.07719535380601883, 0.029367299750447273, 0.07736781239509583, -0.2559356391429901, 0.008995410986244678, 0.003320915624499321]",,
zero,legacy_raw,ground_positive,0,18,70,0.35000000000000003,right_ankle_roll_link,/World/ground/terrain/GroundPlane/CollisionPlane,21.276811599731445,"[[0.7966179251670837, -0.11879225820302963, -1.3330578667591908e-06], [0.7965430021286011, -0.10880233347415924, 0.002047073794528842], [0.7965430617332458, -0.128802090883255, 0.001947463140822947], [0.796242892742157, -0.10084223002195358, 0.012081045657396317], [0.7962431907653809, -0.1368417739868164, 0.01190190203487873]]",False,True,,,not_established,robot_ground_contact,PhysX filtered contact matrix (normal force),0.06683488190174103,"[0.7089787721633911, -0.0004936176701448858, -0.7052293419837952, -0.0004933463642373681]",1.5654936343264654,"[-0.0001596510410308838, -0.0005491195479407907, 0.06683488190174103, 0.7089787721633911, -0.0004936176701448858, -0.7052293419837952, -0.0004933463642373681, -0.0004998750519007444, -0.0004790708771906793, -0.0016818966250866652, 0.005613378714770079, 0.0050439066253602505, 0.00025652299518696964]","[0.18468840420246124, 0.18471498787403107, 0.0011436028871685266, 0.2035199999809265, -0.20005784928798676, 0.002101919148117304, 0.0023984236177057028, -0.0053640431724488735, -0.007919421419501305, 0.7115078568458557, 0.7110921740531921, -0.287945032119751, -0.291634738445282, 0.00025676877703517675, -0.00027383017004467547, -0.001780676655471325, 0.0005295799346640706, 0.019326720386743546, 0.019242800772190094, -0.0016916947206482291, 0.00256603816524148, 0.0001374616113025695, -0.00018298428039997816, 0.6283097267150879, 0.6294065117835999, -0.3851637840270996, -0.381796658039093, -0.00012218162009958178, 4.502083174884319e-05]","[-0.002797279506921768, -0.01396871916949749, -0.02796492539346218, -0.012715155258774757, 0.0019447638187557459, -0.018651170656085014, 0.008098103106021881, -0.008696774952113628, -0.020750612020492554, -0.18801182508468628, -0.20914016664028168, -0.014967288821935654, 0.02877286821603775, 0.0013890564441680908, -0.000669672735966742, -0.012064251117408276, -0.014788629487156868, 0.007197183091193438, 0.0016025635413825512, -0.04819854721426964, -0.04932541400194168, -0.007087232079356909, -0.0017668690998107195, 0.07719535380601883, 0.029367299750447273, 0.07736781239509583, -0.2559356391429901, 0.008995410986244678, 0.003320915624499321]",,
zero,legacy_raw,ground_positive,0,18,70,0.35000000000000003,right_shoulder_yaw_link,/World/ground/terrain/GroundPlane/CollisionPlane,38.53414535522461,"[[-0.07046401500701904, -0.1826154589653015, -4.334151526563801e-06]]",False,True,,,not_established,robot_ground_contact,PhysX filtered contact matrix (normal force),0.06683488190174103,"[0.7089787721633911, -0.0004936176701448858, -0.7052293419837952, -0.0004933463642373681]",1.5654936343264654,"[-0.0001596510410308838, -0.0005491195479407907, 0.06683488190174103, 0.7089787721633911, -0.0004936176701448858, -0.7052293419837952, -0.0004933463642373681, -0.0004998750519007444, -0.0004790708771906793, -0.0016818966250866652, 0.005613378714770079, 0.0050439066253602505, 0.00025652299518696964]","[0.18468840420246124, 0.18471498787403107, 0.0011436028871685266, 0.2035199999809265, -0.20005784928798676, 0.002101919148117304, 0.0023984236177057028, -0.0053640431724488735, -0.007919421419501305, 0.7115078568458557, 0.7110921740531921, -0.287945032119751, -0.291634738445282, 0.00025676877703517675, -0.00027383017004467547, -0.001780676655471325, 0.0005295799346640706, 0.019326720386743546, 0.019242800772190094, -0.0016916947206482291, 0.00256603816524148, 0.0001374616113025695, -0.00018298428039997816, 0.6283097267150879, 0.6294065117835999, -0.3851637840270996, -0.381796658039093, -0.00012218162009958178, 4.502083174884319e-05]","[-0.002797279506921768, -0.01396871916949749, -0.02796492539346218, -0.012715155258774757, 0.0019447638187557459, -0.018651170656085014, 0.008098103106021881, -0.008696774952113628, -0.020750612020492554, -0.18801182508468628, -0.20914016664028168, -0.014967288821935654, 0.02877286821603775, 0.0013890564441680908, -0.000669672735966742, -0.012064251117408276, -0.014788629487156868, 0.007197183091193438, 0.0016025635413825512, -0.04819854721426964, -0.04932541400194168, -0.007087232079356909, -0.0017668690998107195, 0.07719535380601883, 0.029367299750447273, 0.07736781239509583, -0.2559356391429901, 0.008995410986244678, 0.003320915624499321]",,
