update,iteration_index,adaptive_learning_rate_start,adaptive_learning_rate_end,adaptive_learning_rate_min,adaptive_learning_rate_max,kl_mean,kl_max,minibatch_count,current_log_prob_mean,old_log_prob_mean,log_ratio_mean,log_ratio_abs_max,ratio_clip_fraction,surrogate_loss,value_loss,entropy_loss,total_loss,gradient_norm,transitions,terminated_ratio,primary_fall_ratio,timeout_ratio,completed_episode_length_mean,completed_episode_return_mean,raw_action_abs_mean,raw_action_abs_p90,policy_mean_abs_mean,policy_std_mean,target_limit_violation_steps,target_limit_max_excess_rad,actual_limit_violation_steps,actual_limit_max_excess_rad
63,62,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.03578173741698265,0.06832154840230942,-40.67441940307617,-0.2928555905818939,1.5104649066925049,96768,0.049479166666666664,0.049479166666666664,0.0,19.75,-5.590613944985366,0.8841117024421692,1.8287818431854248,0.37299805879592896,0.9838647842407227,1477,1.5279353857040405,373,0.0037067532539367676
64,63,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.04076310247182846,0.045645568519830704,-40.67267990112305,-0.3204989731311798,1.4402233362197876,98304,0.052734375,0.052734375,0.0,20.580246913580247,-5.502265036628569,0.8778547644615173,1.8145874738693237,0.3713354468345642,0.9838681221008301,1480,1.7561852931976318,333,0.004566609859466553
65,64,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,,,0,,,,,,-0.03525421395897865,0.044416945427656174,-40.66617965698242,-0.3161666989326477,1.616529107093811,99840,0.053385416666666664,0.053385416666666664,0.0,18.74390243902439,-5.412738363154052,0.8919864296913147,1.8430839776992798,0.38516971468925476,0.9837270975112915,1491,1.6143773794174194,367,0.006029665470123291
66,65,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.03732801601290703,0.034422699362039566,-40.657833099365234,-0.32816800475120544,1.469454288482666,101376,0.05859375,0.05859375,0.0,17.755555555555556,-5.253960854742262,0.8962688446044922,1.8562029600143433,0.3922644555568695,0.9834494590759277,1484,1.590874433517456,358,0.007211863994598389
67,66,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,,,0,,,,,,-0.03197218105196953,0.030511606484651566,-40.64754867553711,-0.3266409635543823,1.4789174795150757,102912,0.056640625,0.056640625,0.0,17.517241379310345,-5.240223155131284,0.8925420045852661,1.8395493030548096,0.3992319703102112,0.9831469058990479,1498,1.702505111694336,317,0.006208956241607666
68,67,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.037093933671712875,0.029618728905916214,-40.63245391845703,-0.33253487944602966,1.487860083580017,104448,0.057291666666666664,0.057291666666666664,0.0,17.431818181818183,-5.239999169429595,0.9030495882034302,1.8683273792266846,0.40113234519958496,0.9827573895454407,1489,1.7175993919372559,292,0.0026814639568328857
69,68,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.03284570202231407,0.034348465502262115,-40.61772537231445,-0.3234391212463379,1.520405888557434,105984,0.0625,0.0625,0.0,17.104166666666668,-5.216000662098327,0.9096927642822266,1.8823950290679932,0.42421627044677734,0.9821512699127197,1490,1.69242525100708,368,0.0032053589820861816
70,69,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.03509713336825371,0.039614010602235794,-40.607566833496094,-0.32034367322921753,1.5140949487686157,107520,0.061197916666666664,0.061197916666666664,0.0,15.5,-5.237542725180058,0.9136237502098083,1.8951021432876587,0.4259397089481354,0.9817406535148621,1499,1.6077666282653809,326,0.006705224514007568
71,70,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,,,0,,,,,,-0.033184658735990524,0.03992712125182152,-40.600772857666016,-0.3180637061595917,1.4778332710266113,109056,0.061197916666666664,0.061197916666666664,0.0,16.25531914893617,-5.202891568871253,0.9136075377464294,1.8862680196762085,0.42841774225234985,0.9814646244049072,1498,1.6570987701416016,319,0.0076157450675964355
72,71,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.03597356006503105,0.04069007560610771,-40.59443283081055,-0.32003897428512573,1.4587301015853882,110592,0.06640625,0.06640625,0.0,16.147058823529413,-5.16391222972496,0.9210785627365112,1.9031862020492554,0.44447290897369385,0.9812876582145691,1501,1.7103674411773682,303,0.00937741994857788
73,72,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,,,0,,,,,,-0.03196121007204056,0.025011807680130005,-40.58638000488281,-0.33164042234420776,1.5750271081924438,112128,0.06705729166666667,0.06705729166666667,0.0,14.650485436893204,-5.0625976246769,0.930334746837616,1.9370911121368408,0.44968685507774353,0.9810108542442322,1490,1.6961028575897217,356,0.0037192702293395996
74,73,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,,,0,,,,,,-0.03340379521250725,0.04169122502207756,-40.57710266113281,-0.3163294494152069,1.6019989252090454,113664,0.06901041666666667,0.06901041666666667,0.0,14.59433962264151,-5.092342411155972,0.9311779737472534,1.9264570474624634,0.45637738704681396,0.9807525277137756,1496,1.8589297533035278,327,0.004969298839569092
75,74,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.03316326066851616,0.035529233515262604,-40.56666946411133,-0.32216736674308777,1.5508049726486206,115200,0.07291666666666667,0.07291666666666667,0.0,14.178571428571429,-5.024246247490604,0.9349039196968079,1.9445655345916748,0.46390289068222046,0.9803991317749023,1505,1.9395830631256104,297,0.0008100271224975586
76,75,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.03408937528729439,0.040226295590400696,-40.55756759643555,-0.3183235824108124,1.526302695274353,116736,0.06966145833333333,0.06966145833333333,0.0,14.05607476635514,-5.097646904392777,0.9397638440132141,1.9564979076385498,0.4629102647304535,0.9800460338592529,1489,1.7432374954223633,331,0.0009371638298034668
77,76,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.025677144527435303,0.037784330546855927,-40.55015182495117,-0.3122940957546234,1.5689034461975098,118272,0.076171875,0.076171875,0.0,13.64102564102564,-4.95617710764082,0.9345263838768005,1.9336585998535156,0.4613960087299347,0.9797857999801636,1497,1.727849006652832,312,0.0016145110130310059
78,77,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.029382189735770226,0.033230364322662354,-40.54142379760742,-0.3204832375049591,1.5396153926849365,119808,0.07291666666666667,0.07291666666666667,0.0,13.839285714285714,-5.005099864772387,0.9398801922798157,1.948520541191101,0.4676445722579956,0.979544460773468,1501,1.8340375423431396,300,0.0008524656295776367
79,78,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.030525952577590942,0.033405985683202744,-40.53010559082031,-0.32136082649230957,1.5986779928207397,121344,0.078125,0.078125,0.0,12.625,-4.925889619156718,0.945743978023529,1.9645601511001587,0.47932279109954834,0.9791964888572693,1506,1.6395981311798096,291,0.0011729896068572998
80,79,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.03019583784043789,0.042718496173620224,-40.51829528808594,-0.3116236925125122,1.6609896421432495,122880,0.07421875,0.07421875,0.0,13.280701754385966,-5.009865609386508,0.9398612380027771,1.9506288766860962,0.468780517578125,0.978808581829071,1506,1.9116419553756714,299,0.0008314847946166992
81,80,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.028705952689051628,0.033486973494291306,-40.50783920288086,-0.319281667470932,1.599617600440979,124416,0.07486979166666667,0.07486979166666667,0.0,13.304347826086957,-5.007162514033526,0.9416684508323669,1.949190378189087,0.4709581434726715,0.9783667325973511,1507,2.0266337394714355,295,0.000813901424407959
82,81,3.3750000000000014e-05,3.3750000000000014e-05,3.3750000000000014e-05,3.3750000000000014e-05,,,0,,,,,,-0.03532828018069267,0.036882396787405014,-40.49689483642578,-0.3224210739135742,1.4845699071884155,125952,0.07877604166666667,0.07877604166666667,0.0,13.239669421487603,-5.0039605557918545,0.9424343705177307,1.9606388807296753,0.4721658229827881,0.9781197905540466,1501,1.8583812713623047,300,0.0037686824798583984
83,82,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.027591142803430557,0.04439212754368782,-40.48836898803711,-0.30710598826408386,1.6574379205703735,127488,0.072265625,0.072265625,0.0,13.0,-5.035965757874754,0.9455426335334778,1.971157431602478,0.4771489202976227,0.977699339389801,1513,1.9075953960418701,296,0.0011415481567382812
84,83,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.0315319299697876,0.028058400377631187,-40.47946548461914,-0.32730934023857117,1.5948638916015625,129024,0.07942708333333333,0.07942708333333333,0.0,12.959016393442623,-4.874307799813199,0.939143717288971,1.945687174797058,0.4784591495990753,0.977473795413971,1509,2.117077350616455,307,0.0007098913192749023
85,84,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,,,0,,,,,,-0.02711729146540165,0.05561433359980583,-40.47062301635742,-0.2952679693698883,1.5968513488769531,130560,0.076171875,0.076171875,0.0,13.324786324786325,-4.998160426535158,0.9539059996604919,1.9798046350479126,0.48802992701530457,0.9770779609680176,1504,1.9411308765411377,309,0.0015961229801177979
86,85,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.031040651723742485,0.04111073911190033,-40.46590805053711,-0.3136572539806366,1.683928370475769,132096,0.07552083333333333,0.07552083333333333,0.0,12.862068965517242,-5.003865220495337,0.9400734901428223,1.9631775617599487,0.4797278344631195,0.9769057035446167,1507,2.224022388458252,269,0.000877082347869873
87,86,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.0304252989590168,0.03324529901146889,-40.461734771728516,-0.3208739459514618,1.626041293144226,133632,0.07942708333333333,0.07942708333333333,0.0,12.885245901639344,-4.95427156810878,0.9596832990646362,1.991265058517456,0.49375590682029724,0.9767504930496216,1516,1.8476552963256836,297,0.004341304302215576
88,87,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.029735172167420387,0.03729495033621788,-40.45940399169922,-0.31611543893814087,1.652237892150879,135168,0.08268229166666667,0.08268229166666667,0.0,12.448818897637794,-4.962734339997525,0.9639468193054199,2.0141468048095703,0.5070849657058716,0.9766314029693604,1499,1.873314619064331,263,0.0007068514823913574
89,88,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,,,0,,,,,,-0.03230592608451843,0.03738510236144066,-40.459224700927734,-0.3185945451259613,1.6711750030517578,136704,0.08333333333333333,0.08333333333333333,0.0,12.3671875,-4.9491466134972875,0.9720622301101685,2.036586046218872,0.5188586115837097,0.9765974283218384,1518,1.8368265628814697,270,0.000513911247253418
90,89,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.027849940583109856,0.03131182864308357,-40.45631408691406,-0.3201886713504791,1.6339253187179565,138240,0.07877604166666667,0.07877604166666667,0.0,12.347107438016529,-4.8717029840295965,0.9667589068412781,2.028014659881592,0.5126292109489441,0.9765961766242981,1514,2.03371524810791,242,0.001324087381362915
91,90,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.029119303449988365,0.03170419856905937,-40.45046615600586,-0.32101890444755554,1.525570273399353,139776,0.07942708333333333,0.07942708333333333,0.0,12.049180327868852,-4.856691774256893,0.9696183204650879,2.0065581798553467,0.5175133347511292,0.9764128923416138,1515,1.6849558353424072,280,0.0007710456848144531
92,91,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.02274532988667488,0.03203938528895378,-40.4454460144043,-0.3142695724964142,1.7975504398345947,141312,0.08333333333333333,0.08333333333333333,0.0,12.359375,-4.9279012926807635,0.9741454720497131,2.0226454734802246,0.5172993540763855,0.9762210249900818,1522,1.7595691680908203,299,0.001508474349975586
93,92,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.027369389310479164,0.02351847104728222,-40.441375732421875,-0.3273819386959076,1.645771861076355,142848,0.08528645833333333,0.08528645833333333,0.0,11.954198473282442,-4.863088562584106,0.9766847491264343,2.0347390174865723,0.5271170735359192,0.976060688495636,1516,1.7927947044372559,279,0.0012000799179077148
94,93,3.3750000000000014e-05,3.3750000000000014e-05,3.3750000000000014e-05,3.3750000000000014e-05,,,0,,,,,,-0.029156628996133804,0.03001747466623783,-40.43691635131836,-0.3226345181465149,1.6300569772720337,144384,0.083984375,0.083984375,0.0,11.69767441860465,-4.849022331699842,0.9807323813438416,2.056532621383667,0.52854323387146,0.9759417772293091,1511,1.9318506717681885,264,0.0009419918060302734
95,94,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.027779731899499893,0.0323367603123188,-40.4288444519043,-0.31887373328208923,1.6643314361572266,145920,0.08528645833333333,0.08528645833333333,0.0,11.748091603053435,-4.843802602464006,0.9908291101455688,2.072885751724243,0.5390996932983398,0.9757872819900513,1508,1.9949071407318115,252,0.0011464357376098633
96,95,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.029672730714082718,0.023681936785578728,-40.41806411743164,-0.3293353021144867,1.6493854522705078,147456,0.09114583333333333,0.09114583333333333,0.0,11.321428571428571,-4.828072732959477,0.9969946146011353,2.081618070602417,0.5545361638069153,0.9753884673118591,1528,1.9171648025512695,263,0.0010341405868530273
97,96,7.593750000000002e-05,7.593750000000002e-05,7.593750000000002e-05,7.593750000000002e-05,,,0,,,,,,-0.03589128702878952,0.02714158594608307,-40.401153564453125,-0.33195897936820984,1.4167410135269165,148992,0.08528645833333333,0.08528645833333333,0.0,11.458015267175572,-4.811722118326727,0.9849345088005066,2.0580687522888184,0.5356230735778809,0.9749941825866699,1501,1.8804805278778076,288,0.0018710494041442871
98,97,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.029324311763048172,0.03261568397283554,-40.39148712158203,-0.31984055042266846,1.703060507774353,150528,0.08854166666666667,0.08854166666666667,0.0,11.272058823529411,-4.854916671014881,0.9856634140014648,2.0682499408721924,0.5349945425987244,0.9744808077812195,1515,2.0248594284057617,296,0.0008281469345092773
99,98,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.029913848266005516,0.028432929888367653,-40.38215255737305,-0.3245382010936737,1.5615304708480835,152064,0.087890625,0.087890625,0.0,11.511111111111111,-4.822238183860426,0.9801154136657715,2.052126884460449,0.5302188396453857,0.9741638898849487,1518,1.7965247631072998,329,0.001357734203338623
100,99,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.02762206271290779,0.03777894750237465,-40.3748664855957,-0.31284210085868835,1.7848318815231323,153600,0.08919270833333333,0.08919270833333333,0.0,11.35036496350365,-4.913271883634756,0.9791786074638367,2.049957036972046,0.5292608141899109,0.9738616943359375,1518,2.3285112380981445,305,0.0006982088088989258
101,100,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.03116372786462307,0.02517121471464634,-40.36732864379883,-0.32893118262290955,1.6291019916534424,155136,0.08658854166666667,0.08658854166666667,0.0,11.285714285714286,-4.859366221015613,0.9805132746696472,2.0600829124450684,0.5227487683296204,0.9736669063568115,1518,2.0394232273101807,310,0.003677666187286377
102,101,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.02985154651105404,0.030925313010811806,-40.35770034790039,-0.32178792357444763,1.627219557762146,156672,0.08919270833333333,0.08919270833333333,0.0,11.277372262773723,-4.88420943390714,0.9733749628067017,2.0346741676330566,0.5187363028526306,0.9733597040176392,1516,1.9886832237243652,304,0.0008261799812316895
103,102,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.026990819722414017,0.028597349300980568,-40.349544525146484,-0.32118985056877136,1.6247080564498901,158208,0.091796875,0.091796875,0.0,11.156028368794326,-4.822916014558038,0.973635196685791,2.0498757362365723,0.523558497428894,0.9730347394943237,1515,1.7417969703674316,314,0.0009695887565612793
104,103,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.02478448674082756,0.03515657037496567,-40.34366226196289,-0.3123772442340851,1.6517540216445923,159744,0.08723958333333333,0.08723958333333333,0.0,11.26865671641791,-4.868197122785581,0.9712918996810913,2.043360948562622,0.5086612701416016,0.972809910774231,1521,2.087899684906006,239,0.0013873577117919922
105,104,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.0261529628187418,0.027777886018157005,-40.33956527709961,-0.32109156250953674,1.7203285694122314,161280,0.09049479166666667,0.09049479166666667,0.0,11.258992805755396,-4.834695205868577,0.9690167903900146,2.0264108180999756,0.5129907727241516,0.972643256187439,1510,2.0458693504333496,283,0.0008010268211364746
106,105,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.02729419432580471,0.030098065733909607,-40.33132553100586,-0.3198467195034027,1.6819509267807007,162816,0.08528645833333333,0.08528645833333333,0.0,11.381679389312977,-4.854679583866175,0.9765124320983887,2.054980754852295,0.5154120922088623,0.9725194573402405,1514,1.9342455863952637,291,0.0007045865058898926
107,106,1.5000000000000005e-05,1.5000000000000005e-05,1.5000000000000005e-05,1.5000000000000005e-05,,,0,,,,,,-0.028560390695929527,0.028873426839709282,-40.32097244262695,-0.3222547769546509,1.749803900718689,164352,0.08723958333333333,0.08723958333333333,0.0,11.14179104477612,-4.8161769236735426,0.9802517890930176,2.04904842376709,0.5239647626876831,0.972098708152771,1515,1.9457519054412842,258,0.002701014280319214
108,107,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.03251457214355469,0.030504221096634865,-40.312252044677734,-0.3245084285736084,1.676836609840393,165888,0.09049479166666667,0.09049479166666667,0.0,11.496402877697841,-4.880565738086222,0.9712889790534973,2.058095932006836,0.519335150718689,0.9718562960624695,1511,2.1079864501953125,257,0.0007083415985107422
109,108,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,,,0,,,,,,-0.031846173107624054,0.027918661013245583,-40.30057907104492,-0.3263321816921234,1.6187301874160767,167424,0.08854166666666667,0.08854166666666667,0.0,11.147058823529411,-4.826443465203047,0.9714109897613525,2.042985439300537,0.5172000527381897,0.9714527130126953,1517,1.9166669845581055,261,0.0007465481758117676
110,109,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,,,0,,,,,,-0.03216170147061348,0.0287352055311203,-40.289913177490234,-0.3257458806037903,1.6504191160202026,168960,0.09114583333333333,0.09114583333333333,0.0,11.207142857142857,-4.817835225637471,0.9776228666305542,2.048736095428467,0.5139750838279724,0.9710866808891296,1513,2.254620313644409,236,0.0006417036056518555
111,110,2.2500000000000008e-05,2.2500000000000008e-05,2.2500000000000008e-05,2.2500000000000008e-05,,,0,,,,,,-0.037047404795885086,0.021876521408557892,-40.276763916015625,-0.33738502860069275,1.5128802061080933,170496,0.08723958333333333,0.08723958333333333,0.0,11.126865671641792,-4.793724178191441,0.9669190049171448,2.0224926471710205,0.5059120655059814,0.9707194566726685,1509,2.4384262561798096,265,0.0007553696632385254
112,111,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.0256215687841177,0.021653203293681145,-40.264122009277344,-0.32608136534690857,1.660954475402832,172032,0.08854166666666667,0.08854166666666667,0.0,11.382352941176471,-4.794388874874395,0.980825662612915,2.0541067123413086,0.5179897546768188,0.9703027009963989,1510,1.8388235569000244,249,0.0008994936943054199
113,112,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,,,0,,,,,,-0.02912071719765663,0.023835090920329094,-40.25161361694336,-0.32729849219322205,1.5531967878341675,173568,0.08984375,0.08984375,0.0,11.166666666666666,-4.789653497631997,0.9870136380195618,2.066309690475464,0.5262966752052307,0.9698317646980286,1501,1.9197993278503418,218,0.0009258389472961426
114,113,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,,,0,,,,,,-0.028395432978868484,0.03167185187339783,-40.24100875854492,-0.3186516761779785,1.716726303100586,175104,0.09244791666666667,0.09244791666666667,0.0,11.091549295774648,-4.809867445452952,0.9912579655647278,2.0863354206085205,0.5314878225326538,0.9694563150405884,1521,1.8693809509277344,261,0.0007908344268798828
115,114,7.593750000000002e-05,7.593750000000002e-05,7.593750000000002e-05,7.593750000000002e-05,,,0,,,,,,-0.037360768765211105,0.019804736599326134,-40.22584533691406,-0.33936282992362976,1.4839285612106323,176640,0.08854166666666667,0.08854166666666667,0.0,11.264705882352942,-4.786327863081415,0.9822864532470703,2.064143657684326,0.5254698395729065,0.9690877795219421,1517,2.144962787628174,233,0.004605650901794434
116,115,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.028258485719561577,0.031855612993240356,-40.212974548339844,-0.31810668110847473,1.6838184595108032,178176,0.08723958333333333,0.08723958333333333,0.0,11.246268656716419,-4.817938232582008,0.9875974059104919,2.0868000984191895,0.5331692695617676,0.9686547517776489,1512,1.954958200454712,242,0.0007819533348083496
117,116,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.028090601786971092,0.025618189945816994,-40.19559860229492,-0.3240372836589813,1.739821434020996,179712,0.08723958333333333,0.08723958333333333,0.0,11.246268656716419,-4.804180673245175,0.984671950340271,2.069770097732544,0.5248133540153503,0.9680784344673157,1518,2.0687193870544434,235,0.000922858715057373
118,117,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.029113605618476868,0.037085648626089096,-40.18183898925781,-0.31348273158073425,1.5031428337097168,181248,0.08984375,0.08984375,0.0,11.36231884057971,-4.817991000940835,0.9889815449714661,2.0751397609710693,0.5315920114517212,0.9674954414367676,1512,2.213951349258423,263,0.0010678470134735107
119,118,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.030416538938879967,0.03178837522864342,-40.17068099975586,-0.31999364495277405,1.6568354368209839,182784,0.091796875,0.091796875,0.0,11.120567375886525,-4.822374448843881,0.9879080057144165,2.078439950942993,0.5349211692810059,0.9671399593353271,1513,2.1789698600769043,255,0.0011136233806610107
120,119,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.032123174518346786,0.03741569444537163,-40.15837478637695,-0.3159744441509247,1.6028079986572266,184320,0.08658854166666667,0.08658854166666667,0.0,11.112781954887218,-4.809302198913758,0.9770348072052002,2.0724058151245117,0.5271766781806946,0.9667631983757019,1517,1.8840179443359375,261,0.0007308125495910645
121,120,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,,,0,,,,,,-0.031583454459905624,0.023666469380259514,-40.14713668823242,-0.3290940821170807,1.646859049797058,185856,0.09309895833333333,0.09309895833333333,0.0,10.615384615384615,-4.780914156853738,0.9982092976570129,2.1084465980529785,0.5493777394294739,0.9662963151931763,1511,2.068932056427002,225,0.0006785988807678223
122,121,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.028794899582862854,0.028099466115236282,-40.1390495300293,-0.3218078315258026,1.726620078086853,187392,0.09375,0.09375,0.0,10.875,-4.823578947550722,0.9945886731147766,2.0951602458953857,0.5365652441978455,0.966029167175293,1508,2.1292777061462402,275,0.0018686950206756592
123,122,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.03079983964562416,0.02639458142220974,-40.1303825378418,-0.3254483640193939,1.6862491369247437,188928,0.09309895833333333,0.09309895833333333,0.0,10.881118881118882,-4.818544346811053,0.9890694618225098,2.093043565750122,0.5410740375518799,0.9657676815986633,1515,1.9031479358673096,234,0.000722050666809082
124,123,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,,,0,,,,,,-0.030249614268541336,0.025446027517318726,-40.11692810058594,-0.3257389962673187,1.6907237768173218,190464,0.09244791666666667,0.09244791666666667,0.0,10.82394366197183,-4.762858171068445,0.9938488006591797,2.1025993824005127,0.5437701940536499,0.9654541015625,1511,2.0217061042785645,278,0.0010008513927459717
125,124,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,,,0,,,,,,-0.032745297998189926,0.026448974385857582,-40.10061264038086,-0.3271012306213379,1.6498304605484009,192000,0.09309895833333333,0.09309895833333333,0.0,10.608391608391608,-4.797263205743338,0.9834563136100769,2.0696587562561035,0.5300561785697937,0.9648230671882629,1514,2.5953261852264404,239,0.0011373460292816162
126,125,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.03255995735526085,0.02079639956355095,-40.090389251708984,-0.33248671889305115,1.7142711877822876,193536,0.09114583333333333,0.09114583333333333,0.0,10.82857142857143,-4.767355268205915,0.9910210967063904,2.0876736640930176,0.5368227958679199,0.9644268751144409,1511,2.271289348602295,281,0.002739518880844116
127,126,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.027566561475396156,0.021502569317817688,-40.07948303222656,-0.3266998529434204,1.6695778369903564,195072,0.09049479166666667,0.09049479166666667,0.0,11.043165467625899,-4.773887824943599,0.9814030528068542,2.059028148651123,0.5281493663787842,0.9641209840774536,1517,2.482848644256592,278,0.000988304615020752
128,127,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.028160054236650467,0.024987848475575447,-40.06966781616211,-0.323729544878006,1.7093311548233032,196608,0.09700520833333333,0.09700520833333333,0.0,10.711409395973154,-4.7698505234558315,0.9946343302726746,2.0935473442077637,0.544128954410553,0.9637247920036316,1518,2.043299913406372,270,0.0008367300033569336
129,128,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.028060605749487877,0.02713101916015148,-40.06066131591797,-0.32141488790512085,1.6711682081222534,198144,0.09505208333333333,0.09505208333333333,0.0,10.575342465753424,-4.814757876453336,0.9929404258728027,2.0977213382720947,0.5382902026176453,0.9634721875190735,1515,2.0062649250030518,287,0.0009436309337615967
130,129,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.034745704382658005,0.02266455441713333,-40.04804229736328,-0.3324655294418335,1.568083643913269,199680,0.08984375,0.08984375,0.0,10.905797101449275,-4.8048522273094765,0.983476459980011,2.071622610092163,0.5367318391799927,0.9631140828132629,1515,1.9525833129882812,295,0.001669466495513916
131,130,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,,,0,,,,,,-0.026901690289378166,0.022608328610658646,-40.03875732421875,-0.32460346817970276,1.738983392715454,201216,0.09309895833333333,0.09309895833333333,0.0,10.76923076923077,-4.756280693432668,0.9864835143089294,2.074272632598877,0.5391267538070679,0.9626219272613525,1519,2.4380605220794678,321,0.0007843077182769775
132,131,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.03018476441502571,0.03116631880402565,-40.034446716308594,-0.3192940056324005,1.5922268629074097,202752,0.09244791666666667,0.09244791666666667,0.0,10.654929577464788,-4.78346677435116,1.0016330480575562,2.118372678756714,0.5571241974830627,0.9625240564346313,1520,2.1602156162261963,260,0.003516554832458496
133,132,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,,,0,,,,,,-0.030411168932914734,0.0212570633739233,-40.02500534057617,-0.32935410737991333,1.6066149473190308,204288,0.09440104166666667,0.09440104166666667,0.0,10.689655172413794,-4.7222707549415786,0.9953869581222534,2.0999903678894043,0.5652838349342346,0.9623069167137146,1512,2.1409430503845215,235,0.0007158517837524414
134,133,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.02848874032497406,0.01686706207692623,-40.01565170288086,-0.331746906042099,1.6988295316696167,205824,0.09309895833333333,0.09309895833333333,0.0,10.587412587412587,-4.686449951658718,0.9959562420845032,2.0947158336639404,0.5557358860969543,0.9619340300559998,1517,2.1979124546051025,265,0.0006792545318603516
135,134,1e-05,1e-05,1e-05,1e-05,,,0,,,,,,-0.028960606083273888,0.02376040816307068,-40.00542068481445,-0.32524359226226807,1.7818816900253296,207360,0.09375,0.09375,0.0,10.868055555555555,-4.77209198647903,0.9924841523170471,2.092000722885132,0.5509476661682129,0.9616948366165161,1521,2.153459072113037,261,0.0006829500198364258
