update,raw_action_abs_p95,raw_action_abs_p99,raw_action_abs_max,policy_mean_abs_p95,policy_mean_abs_p99,policy_mean_abs_max,policy_std_mean,target_limit_violation_steps,target_limit_max_excess_rad,actual_limit_violation_steps,actual_limit_max_excess_rad,joint_torque_abs_max,contact_sensor_force_max_N,contact_sensor_contact_elements,robot_ground_contact_steps_proxy,primary_fall_ratio,timeout_ratio,terminated_ratio,ratio_clip_fraction,adaptive_learning_rate_end,kl_mean,gradient_norm,entropy_loss,value_loss,surrogate_loss,velocity_tracking_error_mean,velocity_tracking_mean
45,0.45564529299736023,0.6020064949989319,1.0046494007110596,0.22504419088363647,0.2971857190132141,0.4715704321861267,0.2029789835214615,35,0.09412789344787598,203,0.004450678825378418,53.453163146972656,1108.851318359375,3102,3102,0.0234375,0.0,0.0234375,0.2734375,1e-05,0.015927754342556,3.9418816566467285,5.096808433532715,0.04454491659998894,-0.0597522035241127,0.8559948205947876,0.2191799283027649
46,0.45386457443237305,0.5968310832977295,1.1389415264129639,0.21754634380340576,0.29164913296699524,0.46681296825408936,0.20300959050655365,28,0.15230146050453186,210,0.004912376403808594,49.842559814453125,1091.2442626953125,3084,3084,0.020182291666666668,0.0,0.020182291666666668,0.27981773018836975,1e-05,0.016274690628051758,3.9457204341888428,5.104985237121582,0.04742492362856865,-0.05826940760016441,0.8244039416313171,0.2494710087776184
47,0.4600856900215149,0.6045798063278198,0.9398630857467651,0.22631415724754333,0.30502307415008545,0.5581781268119812,0.20288515090942383,38,0.11379364132881165,231,0.0037621259689331055,51.66484451293945,1408.820556640625,3143,3143,0.01953125,0.0,0.01953125,0.27395835518836975,1e-05,0.016401279717683792,3.916029453277588,5.114116191864014,0.04817662760615349,-0.05872804671525955,0.8826216459274292,0.21909217536449432
48,0.454819917678833,0.6025059819221497,1.0061438083648682,0.22391653060913086,0.3020051419734955,0.5579249262809753,0.20288462936878204,34,0.1204833984375,158,0.0038277506828308105,44.61933898925781,1096.552490234375,3171,3171,0.020833333333333332,0.0,0.020833333333333332,0.26979169249534607,1e-05,0.016476865857839584,3.8897721767425537,5.115499019622803,0.04601260647177696,-0.05666818842291832,0.824334979057312,0.24249807000160217
49,0.4537650942802429,0.6005383729934692,1.0182496309280396,0.2254021167755127,0.30671894550323486,0.5600816011428833,0.20285512506961823,38,0.13566935062408447,186,0.005983233451843262,51.62104797363281,1061.2191162109375,3159,3159,0.017578125,0.0,0.017578125,0.2660156488418579,1e-05,0.015499822795391083,3.8673462867736816,5.124257564544678,0.04937874525785446,-0.057260435074567795,0.8886814117431641,0.20547567307949066
50,0.457605242729187,0.6058691143989563,0.9860724210739136,0.22403551638126373,0.309283971786499,0.5306500792503357,0.20278847217559814,28,0.10505104064941406,132,0.005069375038146973,48.60479736328125,1218.98486328125,3255,3255,0.0234375,0.0,0.0234375,0.27161461114883423,1e-05,0.015350026078522205,3.800455093383789,5.11338996887207,0.050192322582006454,-0.05857844278216362,0.8694338798522949,0.2158193588256836
51,0.45689159631729126,0.6104381084442139,0.9839575886726379,0.22829443216323853,0.31331661343574524,0.5617473125457764,0.20297500491142273,30,0.09052687883377075,162,0.0036644935607910156,46.55418395996094,879.2691040039062,3149,3149,0.020182291666666668,0.0,0.020182291666666668,0.2744791805744171,1e-05,0.01715797185897827,3.9285221099853516,5.089688777923584,0.052593182772397995,-0.059424158185720444,0.9216911196708679,0.18657150864601135
52,0.4546024203300476,0.6044228672981262,0.9626392126083374,0.2275855392217636,0.3064897954463959,0.5265709161758423,0.2031131535768509,29,0.09629186987876892,115,0.003099799156188965,48.230926513671875,1234.3885498046875,3170,3170,0.017578125,0.0,0.017578125,0.26875001192092896,1e-05,0.016996754333376884,3.812349796295166,5.072746276855469,0.05111219361424446,-0.0576339066028595,0.8116077184677124,0.22610262036323547
53,0.4582803249359131,0.6077624559402466,1.0825262069702148,0.23026487231254578,0.3141176402568817,0.5457109808921814,0.20322777330875397,30,0.08796703815460205,195,0.003819704055786133,48.45986557006836,1126.3626708984375,3149,3149,0.01953125,0.0,0.01953125,0.29023438692092896,1e-05,0.0184073094278574,3.962667226791382,5.0567946434021,0.05193557217717171,-0.05874241515994072,0.927290141582489,0.18715576827526093
54,0.45928871631622314,0.6042493581771851,1.0865440368652344,0.23398661613464355,0.3198806941509247,0.5644214153289795,0.2033306360244751,30,0.1487351953983307,152,0.006068527698516846,54.83899688720703,1163.6014404296875,3178,3178,0.020833333333333332,0.0,0.020833333333333332,0.2779948115348816,1e-05,0.017695387825369835,3.9026782512664795,5.051822185516357,0.05372345447540283,-0.05794847756624222,0.9041697978973389,0.1967068612575531
55,0.46073460578918457,0.6079221367835999,0.9887507557868958,0.23659642040729523,0.3252134621143341,0.6415483355522156,0.20331770181655884,38,0.11130443215370178,114,0.0046103596687316895,45.73163604736328,1177.8770751953125,3198,3198,0.020182291666666668,0.0,0.020182291666666668,0.2894531488418579,1e-05,0.018524691462516785,3.880336046218872,5.049355506896973,0.053209561854600906,-0.05793836712837219,0.8820527791976929,0.22622232139110565
56,0.45870110392570496,0.6059895157814026,0.9831383228302002,0.23382118344306946,0.32335540652275085,0.5655866265296936,0.20336417853832245,35,0.09460461139678955,160,0.004898548126220703,46.64469528198242,1269.3770751953125,3186,3186,0.021484375,0.0,0.021484375,0.2777343988418579,1e-05,0.016783183440566063,3.9191651344299316,5.043223857879639,0.04670700058341026,-0.05509229376912117,0.8927780389785767,0.19903996586799622
57,0.4615131616592407,0.6096152067184448,1.064019799232483,0.2421272099018097,0.33762964606285095,0.5416787266731262,0.2034119814634323,31,0.10860222578048706,117,0.004341244697570801,50.0274658203125,1197.193603515625,3380,3380,0.017578125,0.0,0.017578125,0.2929687798023224,1e-05,0.018945811316370964,4.0038533210754395,5.042215824127197,0.04668596386909485,-0.05813813954591751,0.9568015933036804,0.1613846868276596
58,0.4619281589984894,0.6140444874763489,1.0262609720230103,0.24223092198371887,0.3357349634170532,0.6640691757202148,0.20337817072868347,45,0.14031153917312622,128,0.004066109657287598,53.01019287109375,1161.8592529296875,3193,3193,0.022786458333333332,0.0,0.022786458333333332,0.27031251788139343,1e-05,0.016731100156903267,4.02922248840332,5.046706676483154,0.04727848619222641,-0.05560379847884178,0.9125329852104187,0.17815884947776794
59,0.46842509508132935,0.6215507984161377,1.0273747444152832,0.23850317299365997,0.3327852487564087,0.579933762550354,0.20335914194583893,42,0.0914720892906189,168,0.004486024379730225,48.43169021606445,1171.0880126953125,3222,3222,0.018880208333333332,0.0,0.018880208333333332,0.27682292461395264,1e-05,0.016050444915890694,4.015285015106201,5.055013179779053,0.043854158371686935,-0.05416838079690933,0.8743759393692017,0.19501817226409912
60,0.4666236937046051,0.6163276433944702,1.0594738721847534,0.24102330207824707,0.3286953270435333,0.5852117538452148,0.20327048003673553,44,0.15633204579353333,147,0.004844367504119873,49.145545959472656,1139.8980712890625,3161,3161,0.020182291666666668,0.0,0.020182291666666668,0.2688802182674408,1e-05,0.01639702171087265,3.9845597743988037,5.065465450286865,0.03726014122366905,-0.05834416300058365,0.8715547323226929,0.20315927267074585
61,0.46649637818336487,0.6138292551040649,0.983315110206604,0.24293938279151917,0.33484259247779846,0.587555468082428,0.20322199165821075,33,0.13130700588226318,167,0.003421604633331299,50.68600082397461,1196.599609375,3190,3190,0.021484375,0.0,0.021484375,0.25794273614883423,1e-05,0.015962732955813408,4.001976013183594,5.067687034606934,0.04974493756890297,-0.056836485862731934,0.9335942268371582,0.18887917697429657
