case_set,snapshot_update,case_count,checkpoint_sha256,case_manifest_sha256,episode_seconds_mean,episode_length_mean,velocity_tracking_error_mean_mean,velocity_tracking_mean_mean,actual_x_mean_mean,actual_forward_distance_mean,action_abs_mean_mean,episode_return_mean,primary_fall_total,height_failure_total,tilt_failure_total,timeout_total,target_joint_limit_steps_total,actual_joint_limit_steps_total,self_collision_steps_total,confirmed_nonfoot_ground_steps_total,foot_ground_steps_total,action_abs_max,target_joint_max_excess_rad,actual_joint_max_excess_rad
independent_32_forward,200,32,cbce19e0c80e690d33178b3ad82faa2d0050363c45de275793ed46b2884a09e3,49977493979d595db17973f21424844eaba0adf0ee1ba32317c756e291c1745a,1.13375,56.6875,0.9428552072856777,0.20450520916560527,0.040009482801371135,0.05707829006074461,0.12614490340940532,-3.127283309308382,32,32,0,0,2,121,52,0,1770,0.8814400434494019,0.027703016996383667,0.002925097942352295
