controller,action_mode,case_id,control_step,physics_step,contact_time_s,link_a,link_b,contact_force_N,contact_points,self_collision,primary_fall,classification
zero,legacy_raw,7,13,52,0.26,right_ankle_roll_link,unconfirmed,167.7802276611328,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,0,14,56,0.28,left_ankle_roll_link,unconfirmed,164.68426513671875,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,0,14,56,0.28,right_ankle_roll_link,unconfirmed,164.99691772460938,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,1,14,56,0.28,left_ankle_roll_link,unconfirmed,164.55035400390625,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,1,14,56,0.28,right_ankle_roll_link,unconfirmed,165.32669067382812,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,2,14,56,0.28,left_ankle_roll_link,unconfirmed,164.29107666015625,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,2,14,56,0.28,right_ankle_roll_link,unconfirmed,164.56016540527344,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,3,14,56,0.28,left_ankle_roll_link,unconfirmed,164.42764282226562,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,3,14,56,0.28,right_ankle_roll_link,unconfirmed,164.51910400390625,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,4,14,56,0.28,left_ankle_roll_link,unconfirmed,164.44662475585938,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,4,14,56,0.28,right_ankle_roll_link,unconfirmed,165.14096069335938,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,5,14,56,0.28,left_ankle_roll_link,unconfirmed,164.47694396972656,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,5,14,56,0.28,right_ankle_roll_link,unconfirmed,164.83419799804688,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,6,14,56,0.28,left_ankle_roll_link,unconfirmed,164.4172821044922,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,6,14,56,0.28,right_ankle_roll_link,unconfirmed,164.84417724609375,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,7,14,56,0.28,left_ankle_roll_link,unconfirmed,164.58343505859375,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,7,14,56,0.28,right_ankle_roll_link,unconfirmed,164.83767700195312,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,0,15,60,0.3,left_ankle_roll_link,unconfirmed,162.61293029785156,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,0,15,60,0.3,right_ankle_roll_link,unconfirmed,162.62136840820312,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,1,15,60,0.3,left_ankle_roll_link,unconfirmed,162.68161010742188,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,1,15,60,0.3,right_ankle_roll_link,unconfirmed,162.8282012939453,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,2,15,60,0.3,left_ankle_roll_link,unconfirmed,162.6409912109375,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,2,15,60,0.3,right_ankle_roll_link,unconfirmed,162.5834503173828,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,3,15,60,0.3,left_ankle_roll_link,unconfirmed,162.7655792236328,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,3,15,60,0.3,right_ankle_roll_link,unconfirmed,162.97503662109375,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,4,15,60,0.3,left_ankle_roll_link,unconfirmed,162.59542846679688,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,4,15,60,0.3,right_ankle_roll_link,unconfirmed,162.67156982421875,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,5,15,60,0.3,left_ankle_roll_link,unconfirmed,162.67071533203125,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,5,15,60,0.3,right_ankle_roll_link,unconfirmed,162.91458129882812,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,6,15,60,0.3,left_ankle_roll_link,unconfirmed,162.54881286621094,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,6,15,60,0.3,right_ankle_roll_link,unconfirmed,162.94387817382812,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,7,15,60,0.3,left_ankle_roll_link,unconfirmed,162.40219116210938,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,7,15,60,0.3,right_ankle_roll_link,unconfirmed,162.6801300048828,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,0,16,64,0.32,left_ankle_roll_link,unconfirmed,161.3795623779297,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,0,16,64,0.32,right_ankle_roll_link,unconfirmed,161.55770874023438,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,1,16,64,0.32,left_ankle_roll_link,unconfirmed,161.67919921875,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,1,16,64,0.32,right_ankle_roll_link,unconfirmed,161.9773406982422,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,2,16,64,0.32,left_ankle_roll_link,unconfirmed,161.62606811523438,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,2,16,64,0.32,right_ankle_roll_link,unconfirmed,161.83778381347656,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,3,16,64,0.32,left_ankle_roll_link,unconfirmed,161.59896850585938,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,3,16,64,0.32,right_ankle_roll_link,unconfirmed,161.84918212890625,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,4,16,64,0.32,left_ankle_roll_link,unconfirmed,161.572998046875,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,4,16,64,0.32,right_ankle_roll_link,unconfirmed,161.8970947265625,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,5,16,64,0.32,left_ankle_roll_link,unconfirmed,161.59889221191406,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,5,16,64,0.32,right_ankle_roll_link,unconfirmed,161.84669494628906,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,6,16,64,0.32,left_ankle_roll_link,unconfirmed,161.52891540527344,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,6,16,64,0.32,right_ankle_roll_link,unconfirmed,161.71502685546875,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,7,16,64,0.32,left_ankle_roll_link,unconfirmed,161.34397888183594,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,7,16,64,0.32,right_ankle_roll_link,unconfirmed,161.65042114257812,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,0,17,68,0.34,left_ankle_roll_link,unconfirmed,160.9075164794922,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,0,17,68,0.34,right_ankle_roll_link,unconfirmed,161.54591369628906,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,1,17,68,0.34,left_ankle_roll_link,unconfirmed,160.95980834960938,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,1,17,68,0.34,right_ankle_roll_link,unconfirmed,161.1114501953125,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,2,17,68,0.34,left_ankle_roll_link,unconfirmed,160.9540557861328,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,2,17,68,0.34,right_ankle_roll_link,unconfirmed,161.1140594482422,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,3,17,68,0.34,left_ankle_roll_link,unconfirmed,160.958984375,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,3,17,68,0.34,right_ankle_roll_link,unconfirmed,161.0668487548828,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,4,17,68,0.34,left_ankle_roll_link,unconfirmed,160.85899353027344,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,4,17,68,0.34,right_ankle_roll_link,unconfirmed,161.14584350585938,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,5,17,68,0.34,left_ankle_roll_link,unconfirmed,160.89443969726562,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,5,17,68,0.34,right_ankle_roll_link,unconfirmed,161.07138061523438,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,6,17,68,0.34,left_ankle_roll_link,unconfirmed,160.943115234375,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,6,17,68,0.34,right_ankle_roll_link,unconfirmed,161.13565063476562,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,7,17,68,0.34,left_ankle_roll_link,unconfirmed,160.9302520751953,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,7,17,68,0.34,right_ankle_roll_link,unconfirmed,160.97488403320312,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,0,18,72,0.36,left_ankle_roll_link,unconfirmed,160.65191650390625,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,0,18,72,0.36,right_ankle_roll_link,unconfirmed,160.71417236328125,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,1,18,72,0.36,left_ankle_roll_link,unconfirmed,160.6479949951172,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,1,18,72,0.36,right_ankle_roll_link,unconfirmed,160.73001098632812,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,2,18,72,0.36,left_ankle_roll_link,unconfirmed,160.64547729492188,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,2,18,72,0.36,right_ankle_roll_link,unconfirmed,160.76681518554688,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,3,18,72,0.36,left_ankle_roll_link,unconfirmed,160.68313598632812,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,3,18,72,0.36,right_ankle_roll_link,unconfirmed,160.77098083496094,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,4,18,72,0.36,left_ankle_roll_link,unconfirmed,160.6872100830078,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,4,18,72,0.36,right_ankle_roll_link,unconfirmed,160.76480102539062,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,5,18,72,0.36,left_ankle_roll_link,unconfirmed,160.5900421142578,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,5,18,72,0.36,right_ankle_roll_link,unconfirmed,160.787353515625,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,6,18,72,0.36,left_ankle_roll_link,unconfirmed,160.76211547851562,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,6,18,72,0.36,right_ankle_roll_link,unconfirmed,160.85958862304688,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,7,18,72,0.36,left_ankle_roll_link,unconfirmed,160.60862731933594,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,7,18,72,0.36,right_ankle_roll_link,unconfirmed,160.72271728515625,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,0,19,76,0.38,left_ankle_roll_link,unconfirmed,160.48159790039062,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,0,19,76,0.38,right_ankle_roll_link,unconfirmed,160.6275634765625,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,1,19,76,0.38,left_ankle_roll_link,unconfirmed,160.53770446777344,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,1,19,76,0.38,right_ankle_roll_link,unconfirmed,160.5902862548828,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,2,19,76,0.38,left_ankle_roll_link,unconfirmed,160.54598999023438,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,2,19,76,0.38,right_ankle_roll_link,unconfirmed,160.59864807128906,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,3,19,76,0.38,left_ankle_roll_link,unconfirmed,160.48809814453125,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,3,19,76,0.38,right_ankle_roll_link,unconfirmed,160.58184814453125,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,4,19,76,0.38,left_ankle_roll_link,unconfirmed,160.49502563476562,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,4,19,76,0.38,right_ankle_roll_link,unconfirmed,160.5790252685547,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,5,19,76,0.38,left_ankle_roll_link,unconfirmed,160.51205444335938,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,5,19,76,0.38,right_ankle_roll_link,unconfirmed,160.55667114257812,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,6,19,76,0.38,left_ankle_roll_link,unconfirmed,160.5494842529297,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,6,19,76,0.38,right_ankle_roll_link,unconfirmed,160.65237426757812,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,7,19,76,0.38,left_ankle_roll_link,unconfirmed,160.61849975585938,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,7,19,76,0.38,right_ankle_roll_link,unconfirmed,160.64126586914062,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,0,20,80,0.4,left_ankle_roll_link,unconfirmed,160.47557067871094,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,0,20,80,0.4,right_ankle_roll_link,unconfirmed,160.52671813964844,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,1,20,80,0.4,left_ankle_roll_link,unconfirmed,160.49432373046875,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,1,20,80,0.4,right_ankle_roll_link,unconfirmed,160.5068359375,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,2,20,80,0.4,left_ankle_roll_link,unconfirmed,160.49099731445312,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,2,20,80,0.4,right_ankle_roll_link,unconfirmed,160.51998901367188,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,3,20,80,0.4,left_ankle_roll_link,unconfirmed,160.48123168945312,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,3,20,80,0.4,right_ankle_roll_link,unconfirmed,160.4572296142578,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,4,20,80,0.4,left_ankle_roll_link,unconfirmed,160.4738006591797,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,4,20,80,0.4,right_ankle_roll_link,unconfirmed,160.47409057617188,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,5,20,80,0.4,left_ankle_roll_link,unconfirmed,160.4844207763672,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,5,20,80,0.4,right_ankle_roll_link,unconfirmed,160.46022033691406,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,6,20,80,0.4,left_ankle_roll_link,unconfirmed,160.48190307617188,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,6,20,80,0.4,right_ankle_roll_link,unconfirmed,160.5408935546875,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,7,20,80,0.4,left_ankle_roll_link,unconfirmed,160.50308227539062,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,7,20,80,0.4,right_ankle_roll_link,unconfirmed,160.55767822265625,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,0,21,84,0.42,left_ankle_roll_link,unconfirmed,160.560302734375,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,0,21,84,0.42,right_ankle_roll_link,unconfirmed,160.39749145507812,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,1,21,84,0.42,left_ankle_roll_link,unconfirmed,160.53358459472656,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,1,21,84,0.42,right_ankle_roll_link,unconfirmed,160.44944763183594,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,2,21,84,0.42,left_ankle_roll_link,unconfirmed,160.50096130371094,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,2,21,84,0.42,right_ankle_roll_link,unconfirmed,160.39505004882812,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,3,21,84,0.42,left_ankle_roll_link,unconfirmed,160.48199462890625,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,3,21,84,0.42,right_ankle_roll_link,unconfirmed,160.3971710205078,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,4,21,84,0.42,left_ankle_roll_link,unconfirmed,160.4755401611328,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,4,21,84,0.42,right_ankle_roll_link,unconfirmed,160.38490295410156,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,5,21,84,0.42,left_ankle_roll_link,unconfirmed,160.4708709716797,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,5,21,84,0.42,right_ankle_roll_link,unconfirmed,160.4027862548828,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,6,21,84,0.42,left_ankle_roll_link,unconfirmed,160.533447265625,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,6,21,84,0.42,right_ankle_roll_link,unconfirmed,160.4783935546875,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,7,21,84,0.42,left_ankle_roll_link,unconfirmed,160.5498504638672,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,7,21,84,0.42,right_ankle_roll_link,unconfirmed,160.40866088867188,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,0,22,88,0.44,left_ankle_roll_link,unconfirmed,160.5112762451172,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,0,22,88,0.44,right_ankle_roll_link,unconfirmed,160.36874389648438,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,1,22,88,0.44,left_ankle_roll_link,unconfirmed,160.44992065429688,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,1,22,88,0.44,right_ankle_roll_link,unconfirmed,160.36744689941406,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,2,22,88,0.44,left_ankle_roll_link,unconfirmed,160.5294952392578,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,2,22,88,0.44,right_ankle_roll_link,unconfirmed,160.3052520751953,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,3,22,88,0.44,left_ankle_roll_link,unconfirmed,160.4473876953125,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,3,22,88,0.44,right_ankle_roll_link,unconfirmed,160.29522705078125,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,4,22,88,0.44,left_ankle_roll_link,unconfirmed,160.47296142578125,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,4,22,88,0.44,right_ankle_roll_link,unconfirmed,160.31581115722656,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,5,22,88,0.44,left_ankle_roll_link,unconfirmed,160.45407104492188,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,5,22,88,0.44,right_ankle_roll_link,unconfirmed,160.30906677246094,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,6,22,88,0.44,left_ankle_roll_link,unconfirmed,160.704833984375,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,6,22,88,0.44,right_ankle_roll_link,unconfirmed,160.316650390625,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,7,22,88,0.44,left_ankle_roll_link,unconfirmed,160.55804443359375,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,7,22,88,0.44,right_ankle_roll_link,unconfirmed,160.2999267578125,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,0,23,92,0.46,left_ankle_roll_link,unconfirmed,160.52377319335938,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,0,23,92,0.46,right_ankle_roll_link,unconfirmed,160.17630004882812,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,1,23,92,0.46,left_ankle_roll_link,unconfirmed,160.58197021484375,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,1,23,92,0.46,right_ankle_roll_link,unconfirmed,160.3370819091797,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,2,23,92,0.46,left_ankle_roll_link,unconfirmed,160.45814514160156,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,2,23,92,0.46,right_ankle_roll_link,unconfirmed,160.1791534423828,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,3,23,92,0.46,left_ankle_roll_link,unconfirmed,160.47279357910156,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,3,23,92,0.46,right_ankle_roll_link,unconfirmed,160.20150756835938,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,4,23,92,0.46,left_ankle_roll_link,unconfirmed,160.45333862304688,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,4,23,92,0.46,right_ankle_roll_link,unconfirmed,160.20703125,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,5,23,92,0.46,left_ankle_roll_link,unconfirmed,160.4564971923828,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,5,23,92,0.46,right_ankle_roll_link,unconfirmed,160.1992645263672,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,6,23,92,0.46,left_ankle_roll_link,unconfirmed,160.50303649902344,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,6,23,92,0.46,right_ankle_roll_link,unconfirmed,160.2606964111328,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,7,23,92,0.46,left_ankle_roll_link,unconfirmed,160.54283142089844,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,7,23,92,0.46,right_ankle_roll_link,unconfirmed,160.23191833496094,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,0,24,96,0.48,left_ankle_roll_link,unconfirmed,160.46597290039062,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,0,24,96,0.48,right_ankle_roll_link,unconfirmed,160.03866577148438,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,1,24,96,0.48,left_ankle_roll_link,unconfirmed,160.4727020263672,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,1,24,96,0.48,right_ankle_roll_link,unconfirmed,160.0933837890625,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,2,24,96,0.48,left_ankle_roll_link,unconfirmed,160.46084594726562,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,2,24,96,0.48,right_ankle_roll_link,unconfirmed,160.08628845214844,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,3,24,96,0.48,left_ankle_roll_link,unconfirmed,160.43600463867188,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,3,24,96,0.48,right_ankle_roll_link,unconfirmed,160.0897674560547,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,4,24,96,0.48,left_ankle_roll_link,unconfirmed,160.42257690429688,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,4,24,96,0.48,right_ankle_roll_link,unconfirmed,160.06488037109375,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,5,24,96,0.48,left_ankle_roll_link,unconfirmed,160.44180297851562,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,5,24,96,0.48,right_ankle_roll_link,unconfirmed,160.09140014648438,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,6,24,96,0.48,left_ankle_roll_link,unconfirmed,160.4120330810547,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,6,24,96,0.48,right_ankle_roll_link,unconfirmed,160.07711791992188,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,7,24,96,0.48,left_ankle_roll_link,unconfirmed,160.4033966064453,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,7,24,96,0.48,right_ankle_roll_link,unconfirmed,160.05348205566406,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,0,25,100,0.5,left_ankle_roll_link,unconfirmed,160.3793182373047,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,0,25,100,0.5,right_ankle_roll_link,unconfirmed,160.0662841796875,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,1,25,100,0.5,left_ankle_roll_link,unconfirmed,160.54998779296875,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,1,25,100,0.5,right_ankle_roll_link,unconfirmed,160.04258728027344,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,2,25,100,0.5,left_ankle_roll_link,unconfirmed,160.40908813476562,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,2,25,100,0.5,right_ankle_roll_link,unconfirmed,159.95138549804688,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,3,25,100,0.5,left_ankle_roll_link,unconfirmed,160.38961791992188,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,3,25,100,0.5,right_ankle_roll_link,unconfirmed,159.94476318359375,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,4,25,100,0.5,left_ankle_roll_link,unconfirmed,160.47291564941406,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,4,25,100,0.5,right_ankle_roll_link,unconfirmed,159.9529266357422,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,5,25,100,0.5,left_ankle_roll_link,unconfirmed,160.37429809570312,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,5,25,100,0.5,right_ankle_roll_link,unconfirmed,159.93646240234375,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,6,25,100,0.5,left_ankle_roll_link,unconfirmed,160.43771362304688,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,6,25,100,0.5,right_ankle_roll_link,unconfirmed,160.07420349121094,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,7,25,100,0.5,left_ankle_roll_link,unconfirmed,160.43283081054688,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,7,25,100,0.5,right_ankle_roll_link,unconfirmed,159.94358825683594,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,0,26,104,0.52,left_ankle_roll_link,unconfirmed,160.48228454589844,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,0,26,104,0.52,right_ankle_roll_link,unconfirmed,159.85659790039062,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,1,26,104,0.52,left_ankle_roll_link,unconfirmed,160.4867706298828,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,1,26,104,0.52,right_ankle_roll_link,unconfirmed,159.9073486328125,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,2,26,104,0.52,left_ankle_roll_link,unconfirmed,160.34072875976562,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,2,26,104,0.52,right_ankle_roll_link,unconfirmed,159.87583923339844,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,3,26,104,0.52,left_ankle_roll_link,unconfirmed,160.4429473876953,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,3,26,104,0.52,right_ankle_roll_link,unconfirmed,159.8481903076172,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,4,26,104,0.52,left_ankle_roll_link,unconfirmed,160.3444061279297,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,4,26,104,0.52,right_ankle_roll_link,unconfirmed,159.86997985839844,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,5,26,104,0.52,left_ankle_roll_link,unconfirmed,160.34915161132812,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,5,26,104,0.52,right_ankle_roll_link,unconfirmed,159.89366149902344,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,6,26,104,0.52,left_ankle_roll_link,unconfirmed,160.416015625,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,6,26,104,0.52,right_ankle_roll_link,unconfirmed,159.90142822265625,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,7,26,104,0.52,left_ankle_roll_link,unconfirmed,160.62803649902344,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,7,26,104,0.52,right_ankle_roll_link,unconfirmed,160.0055389404297,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,0,27,108,0.54,left_ankle_roll_link,unconfirmed,160.56991577148438,[],False,False,unconfirmed_gpu_filter
zero,legacy_raw,0,27,108,0.54,right_ankle_roll_link,unconfirmed,159.7727508544922,[],False,False,unconfirmed_gpu_filter
