controller,action_mode,case_id,control_step,physics_step,raw_action,clipped_action,q_default,action_scale,q_target,soft_limit_violation,hard_limit_violation,legacy_raw_contact,primary_fall,root_height_m,root_orientation_quat,root_tilt_rad,joint_position,joint_velocity,terminated,truncated,done,finite
zero,legacy_raw,0,1,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.20000000298023224, 0.20000000298023224, 0.0, 0.20000000298023224, -0.20000000298023224, 0.0, 0.0, 0.0, 0.0, 0.6000000238418579, 0.6000000238418579, -0.31200000643730164, -0.31200000643730164, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6690000295639038, 0.6690000295639038, -0.3630000054836273, -0.3630000054836273, 0.0, 0.0]","[[0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.3506614565849304, 0.3506614565849304, 0.07450087368488312, 0.07450087368488312, 0.5475464463233948, 0.5475464463233948, 0.07450087368488312, 0.07450087368488312, 0.3506614565849304, 0.3506614565849304, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928], [0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.3506614565849304, 0.3506614565849304, 0.07450087368488312, 0.07450087368488312, 0.5475464463233948, 0.5475464463233948, 0.07450087368488312, 0.07450087368488312, 0.3506614565849304, 0.3506614565849304, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928], [0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.3506614565849304, 0.3506614565849304, 0.07450087368488312, 0.07450087368488312, 0.5475464463233948, 0.5475464463233948, 0.07450087368488312, 0.07450087368488312, 0.3506614565849304, 0.3506614565849304, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928], [0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.3506614565849304, 0.3506614565849304, 0.07450087368488312, 0.07450087368488312, 0.5475464463233948, 0.5475464463233948, 0.07450087368488312, 0.07450087368488312, 0.3506614565849304, 0.3506614565849304, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928], [0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.3506614565849304, 0.3506614565849304, 0.07450087368488312, 0.07450087368488312, 0.5475464463233948, 0.5475464463233948, 0.07450087368488312, 0.07450087368488312, 0.3506614565849304, 0.3506614565849304, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928], [0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.3506614565849304, 0.3506614565849304, 0.07450087368488312, 0.07450087368488312, 0.5475464463233948, 0.5475464463233948, 0.07450087368488312, 0.07450087368488312, 0.3506614565849304, 0.3506614565849304, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928], [0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.3506614565849304, 0.3506614565849304, 0.07450087368488312, 0.07450087368488312, 0.5475464463233948, 0.5475464463233948, 0.07450087368488312, 0.07450087368488312, 0.3506614565849304, 0.3506614565849304, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928], [0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.3506614565849304, 0.3506614565849304, 0.07450087368488312, 0.07450087368488312, 0.5475464463233948, 0.5475464463233948, 0.07450087368488312, 0.07450087368488312, 0.3506614565849304, 0.3506614565849304, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928]]","[0.20000000298023224, 0.20000000298023224, 0.0, 0.20000000298023224, -0.20000000298023224, 0.0, 0.0, 0.0, 0.0, 0.6000000238418579, 0.6000000238418579, -0.31200000643730164, -0.31200000643730164, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6690000295639038, 0.6690000295639038, -0.3630000054836273, -0.3630000054836273, 0.0, 0.0]",False,False,False,False,0.8175477385520935,"[0.9999999403953552, 7.421435428006662e-13, 3.3772157292943916e-10, -2.9993015016049895e-11]",0.0,"[0.20000000298023224, 0.20000000298023224, 1.3865300019233473e-09, 0.20000000298023224, -0.20000000298023224, -4.6374595830123155e-10, -7.729333145745088e-11, -1.7481459335666472e-10, -6.981770717118252e-11, 0.6000000238418579, 0.6000000238418579, -0.31200000643730164, -0.31200000643730164, 3.63887947552044e-11, 3.505029252948155e-11, 3.001122406143253e-10, 2.328669757023505e-10, 9.708671366848165e-11, -2.103484331161809e-10, -2.0961880842218505e-10, -3.7140882036545975e-10, 3.226347314311262e-11, -1.4117247952236123e-12, 0.6690000295639038, 0.6690000295639038, -0.3630000054836273, -0.3630000054836273, 1.1343609211678096e-11, 8.624300058823753e-12]","[-3.5677697240998896e-08, 1.350891043472302e-08, 4.824182298079904e-08, -3.2453836951162884e-08, 1.2658114556529654e-08, -3.168304019141033e-08, 6.684550690749802e-09, -7.081671249409283e-09, 9.134791256748542e-10, 1.2182128727999952e-07, 8.149254426825792e-08, -4.681875864775975e-08, -5.020873317107544e-08, 9.53795487035336e-10, 7.071290220039828e-10, 1.6929131874121595e-08, 1.4052981001100306e-08, 1.3885120608847501e-08, -1.4260483904848797e-09, -1.446102171343e-08, -2.1666114236040812e-08, 3.616203780865135e-09, -2.428953482791485e-09, -3.302220008549739e-08, -9.330098471593828e-09, 7.376294686167739e-09, 9.178977578017111e-09, 5.921230172845071e-10, 7.365000831427437e-10]",False,False,False,True
zero,legacy_raw,1,1,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.20000000298023224, 0.20000000298023224, 0.0, 0.20000000298023224, -0.20000000298023224, 0.0, 0.0, 0.0, 0.0, 0.6000000238418579, 0.6000000238418579, -0.31200000643730164, -0.31200000643730164, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6690000295639038, 0.6690000295639038, -0.3630000054836273, -0.3630000054836273, 0.0, 0.0]","[[0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.3506614565849304, 0.3506614565849304, 0.07450087368488312, 0.07450087368488312, 0.5475464463233948, 0.5475464463233948, 0.07450087368488312, 0.07450087368488312, 0.3506614565849304, 0.3506614565849304, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928], [0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.3506614565849304, 0.3506614565849304, 0.07450087368488312, 0.07450087368488312, 0.5475464463233948, 0.5475464463233948, 0.07450087368488312, 0.07450087368488312, 0.3506614565849304, 0.3506614565849304, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928], [0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.3506614565849304, 0.3506614565849304, 0.07450087368488312, 0.07450087368488312, 0.5475464463233948, 0.5475464463233948, 0.07450087368488312, 0.07450087368488312, 0.3506614565849304, 0.3506614565849304, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928], [0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.3506614565849304, 0.3506614565849304, 0.07450087368488312, 0.07450087368488312, 0.5475464463233948, 0.5475464463233948, 0.07450087368488312, 0.07450087368488312, 0.3506614565849304, 0.3506614565849304, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928], [0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.3506614565849304, 0.3506614565849304, 0.07450087368488312, 0.07450087368488312, 0.5475464463233948, 0.5475464463233948, 0.07450087368488312, 0.07450087368488312, 0.3506614565849304, 0.3506614565849304, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928], [0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.3506614565849304, 0.3506614565849304, 0.07450087368488312, 0.07450087368488312, 0.5475464463233948, 0.5475464463233948, 0.07450087368488312, 0.07450087368488312, 0.3506614565849304, 0.3506614565849304, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928], [0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.3506614565849304, 0.3506614565849304, 0.07450087368488312, 0.07450087368488312, 0.5475464463233948, 0.5475464463233948, 0.07450087368488312, 0.07450087368488312, 0.3506614565849304, 0.3506614565849304, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928], [0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.3506614565849304, 0.3506614565849304, 0.07450087368488312, 0.07450087368488312, 0.5475464463233948, 0.5475464463233948, 0.07450087368488312, 0.07450087368488312, 0.3506614565849304, 0.3506614565849304, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928]]","[0.20000000298023224, 0.20000000298023224, 0.0, 0.20000000298023224, -0.20000000298023224, 0.0, 0.0, 0.0, 0.0, 0.6000000238418579, 0.6000000238418579, -0.31200000643730164, -0.31200000643730164, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6690000295639038, 0.6690000295639038, -0.3630000054836273, -0.3630000054836273, 0.0, 0.0]",False,False,False,False,0.8175477385520935,"[0.9999999403953552, 7.421435428006662e-13, 3.3772157292943916e-10, -2.9993015016049895e-11]",0.0,"[0.20000000298023224, 0.20000000298023224, 1.3865300019233473e-09, 0.20000000298023224, -0.20000000298023224, -4.637460415679584e-10, -7.729331064076916e-11, -1.7481459335666472e-10, -6.981770023228862e-11, 0.6000000238418579, 0.6000000238418579, -0.31200000643730164, -0.31200000643730164, 3.638879128575745e-11, 3.505029252948155e-11, 3.001122683699009e-10, 2.3286694794677487e-10, 9.708671366848165e-11, -2.103484469939687e-10, -2.0961879454439725e-10, -3.714087648543085e-10, 3.226347314311262e-11, -1.4117195910531843e-12, 0.6690000295639038, 0.6690000295639038, -0.3630000054836273, -0.3630000054836273, 1.1343612681125048e-11, 8.624300058823753e-12]","[-3.567769013557154e-08, 1.350891309925828e-08, 4.824182298079904e-08, -3.2453836951162884e-08, 1.2658114556529654e-08, -3.1683043744124006e-08, 6.684551578928222e-09, -7.081673025766122e-09, 9.134800693644252e-10, 1.2182128727999952e-07, 8.149254426825792e-08, -4.681875864775975e-08, -5.020874738193015e-08, 9.53795264990731e-10, 7.071279117809581e-10, 1.6929128321407916e-08, 1.4052977448386628e-08, 1.3885111727063304e-08, -1.4260437275481763e-09, -1.446102171343e-08, -2.1666112459683973e-08, 3.6162011163298757e-09, -2.42895281665767e-09, -3.302220363821107e-08, -9.330097583415409e-09, 7.376300459327467e-09, 9.178978466195531e-09, 5.921233503514145e-10, 7.36500138653895e-10]",False,False,False,True
zero,legacy_raw,2,1,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.20000000298023224, 0.20000000298023224, 0.0, 0.20000000298023224, -0.20000000298023224, 0.0, 0.0, 0.0, 0.0, 0.6000000238418579, 0.6000000238418579, -0.31200000643730164, -0.31200000643730164, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6690000295639038, 0.6690000295639038, -0.3630000054836273, -0.3630000054836273, 0.0, 0.0]","[[0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.3506614565849304, 0.3506614565849304, 0.07450087368488312, 0.07450087368488312, 0.5475464463233948, 0.5475464463233948, 0.07450087368488312, 0.07450087368488312, 0.3506614565849304, 0.3506614565849304, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928], [0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.3506614565849304, 0.3506614565849304, 0.07450087368488312, 0.07450087368488312, 0.5475464463233948, 0.5475464463233948, 0.07450087368488312, 0.07450087368488312, 0.3506614565849304, 0.3506614565849304, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928], [0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.3506614565849304, 0.3506614565849304, 0.07450087368488312, 0.07450087368488312, 0.5475464463233948, 0.5475464463233948, 0.07450087368488312, 0.07450087368488312, 0.3506614565849304, 0.3506614565849304, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928], [0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.3506614565849304, 0.3506614565849304, 0.07450087368488312, 0.07450087368488312, 0.5475464463233948, 0.5475464463233948, 0.07450087368488312, 0.07450087368488312, 0.3506614565849304, 0.3506614565849304, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928], [0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.3506614565849304, 0.3506614565849304, 0.07450087368488312, 0.07450087368488312, 0.5475464463233948, 0.5475464463233948, 0.07450087368488312, 0.07450087368488312, 0.3506614565849304, 0.3506614565849304, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928], [0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.3506614565849304, 0.3506614565849304, 0.07450087368488312, 0.07450087368488312, 0.5475464463233948, 0.5475464463233948, 0.07450087368488312, 0.07450087368488312, 0.3506614565849304, 0.3506614565849304, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928], [0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.3506614565849304, 0.3506614565849304, 0.07450087368488312, 0.07450087368488312, 0.5475464463233948, 0.5475464463233948, 0.07450087368488312, 0.07450087368488312, 0.3506614565849304, 0.3506614565849304, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928], [0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.5475464463233948, 0.5475464463233948, 0.4385773241519928, 0.4385773241519928, 0.3506614565849304, 0.3506614565849304, 0.07450087368488312, 0.07450087368488312, 0.5475464463233948, 0.5475464463233948, 0.07450087368488312, 0.07450087368488312, 0.3506614565849304, 0.3506614565849304, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928, 0.4385773241519928]]","[0.20000000298023224, 0.20000000298023224, 0.0, 0.20000000298023224, -0.20000000298023224, 0.0, 0.0, 0.0, 0.0, 0.6000000238418579, 0.6000000238418579, -0.31200000643730164, -0.31200000643730164, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6690000295639038, 0.6690000295639038, -0.3630000054836273, -0.3630000054836273, 0.0, 0.0]",False,False,False,False,0.8175477385520935,"[0.9999999403953552, 7.421435428006662e-13, 3.3772157292943916e-10, -2.9993015016049895e-11]",0.0,"[0.20000000298023224, 0.20000000298023224, -2.83340684248401e-10, 0.20000000298023224, -0.20000000298023224, 4.3542690286724195e-11, 3.006930260340823e-10, 7.453502814946944e-10, -5.830624871805412e-10, 0.6000000238418579, 0.6000000238418579, -0.31200000643730164, -0.31200000643730164, 4.8093608956412126e-11, 5.815261466812771e-11, 2.6689395138390637e-10, 2.3043017494117635e-10, 2.4076385329863115e-10, -2.8164803822505746e-10, 7.124750095455212e-11, 7.821424063969573e-12, 2.4353080316230624e-11, -6.880271352649459e-11, 0.6690000295639038, 0.6690000295639038, -0.3630000054836273, -0.3630000054836273, -4.3976298297332406e-12, -2.8377651790922886e-12]","[3.670188597482138e-09, 2.771281693014771e-08, -7.214406849698207e-11, -2.3588771824734067e-08, -1.6055558660355018e-08, 3.874866649766773e-09, 2.2726490911395558e-08, 3.8078326269896934e-08, -3.479686228047285e-08, -3.009427151923205e-09, 2.5847974427506415e-08, 7.277932922988839e-08, 4.740318004792243e-08, 7.751028707758678e-10, 1.9661999806075414e-10, 1.3252401842578365e-08, 1.1741702721224101e-08, 1.9576704701762537e-09, -1.4684901072925527e-09, -4.713833767766573e-09, -6.5348495503769755e-09, 2.8050539668811325e-09, 2.8096773796448815e-09, -2.2626359452715405e-08, -1.5090513727500365e-08, -1.0617411394520104e-09, 2.0096357911114637e-09, 1.0268129402302151e-10, 2.587390302011272e-10]",False,False,False,True
