episode_id,env_id,env_episode_id,episode_return,episode_length,episode_seconds,primary_fall,height_failure,tilt_failure,timeout,command_x_mean,command_y_mean,actual_x_mean,actual_y_mean,velocity_tracking_error_mean,velocity_tracking_mean,self_collision_steps,self_collision_max_N,confirmed_nonfoot_ground_steps,confirmed_nonfoot_ground_max_N,foot_ground_steps,action_abs_mean,action_abs_max,target_joint_limit_steps,actual_joint_limit_steps,target_joint_max_excess_rad,actual_joint_max_excess_rad,nonfinite,seed
21,4,2,-3.361795048782369,51,1.02,True,True,False,False,0.8618363738059998,0.005036473274230957,-0.005415535769334026,0.9709960251462226,1.2818618218104045,0.005133436219605646,16,40.300559997558594,0,0.0,96,0.06443027078228838,0.2220476269721985,0,0,0.0,0.0,False,12345
22,3,3,-3.8383401770261116,43,0.86,True,False,True,False,-0.18342730402946472,-0.12394765019416809,-0.8440459848836411,0.29970103225042655,0.7554093204265417,0.23201742797137676,6,1.9168375730514526,0,0.0,82,0.06486026587527852,0.2413884699344635,0,0,0.0,0.0,False,12345
23,0,3,-4.1890084433835,45,0.9,True,True,False,False,0.04839484393596649,0.43398529291152954,0.13109631223811044,-1.0484504593743218,1.3411555581622654,0.007982101548287367,18,211.339599609375,0,0.0,80,0.0629225762354003,0.30302366614341736,0,0,0.0,0.0,False,12345
24,5,3,-4.245533414767124,46,0.92,True,True,False,False,0.013546377420425415,-0.4562090039253235,-0.6106294251006582,0.6019416114558345,1.1896563483321148,0.021969541081617968,64,11.043736457824707,0,0.0,88,0.06583795251081818,0.24613788723945618,0,7,0.0,8.797645568847656e-05,False,12345
25,2,3,-4.777577851084061,50,1.0,True,True,False,False,0.0,0.0,1.00707554012537,-0.3827526819705963,0.9501874417066574,0.24812831120826218,0,0.0,0,0.0,96,0.06100839793682098,0.22260083258152008,0,12,0.0,0.0029549598693847656,False,12345
26,1,3,-3.5193252484314144,51,1.02,True,True,False,False,0.13246354460716248,-0.32669180631637573,-0.3738114848440769,0.8354295766821095,1.1454827738743203,0.03464701961930463,12,251.53614807128906,0,0.0,95,0.06300968735241423,0.2275192141532898,0,0,0.0,0.0,False,12345
27,7,2,-4.0045745951647405,67,1.34,True,True,False,False,-0.4304376244544983,0.11374980211257935,-0.2866220494259649,-0.6390211308625207,0.7580593561948236,0.24670617395057984,16,28.21643829345703,0,0.0,127,0.062233474772812714,0.2528722286224365,0,8,0.0,0.00047579407691955566,False,12345
28,4,3,-3.4690901443827897,52,1.04,True,True,False,False,0.8618363738059998,0.005036473274230957,-0.020682252656954985,0.9612227655374087,1.2850715059500475,0.0048354122488513205,10,181.1007843017578,0,0.0,98,0.0637681858184246,0.232560932636261,0,9,0.0,0.0006187856197357178,False,12345
29,6,2,-3.357848741208727,75,1.5,True,False,True,False,0.2095775455236435,0.05841398239135742,0.6373735051353773,0.20674448442955812,0.5070480639239152,0.5889699279422348,4,2.911611318588257,0,0.0,146,0.06497564663489659,0.25521910190582275,0,15,0.0,0.0028734803199768066,False,12345
30,7,3,-4.059338239268982,67,1.34,True,True,False,False,-0.4304376244544983,0.11374980211257935,-0.2565318857555959,-0.634516686423501,0.7678757532319026,0.24038906017989262,14,23.063785552978516,0,0.0,126,0.06318893177963014,0.23621883988380432,0,10,0.0,0.0005699694156646729,False,12345
31,6,3,-3.348910747328773,76,1.52,True,True,True,False,0.2095775455236435,0.05841398239135742,0.6673767609570763,0.1465380146707359,0.5102077129934179,0.5881243405927211,6,4.879729270935059,0,0.0,146,0.06528509476859319,0.2610727548599243,0,14,0.0,0.002931654453277588,False,12345
