update,iteration_index,adaptive_learning_rate_start,adaptive_learning_rate_end,adaptive_learning_rate_min,adaptive_learning_rate_max,optimizer_param_group_lrs,optimizer_lr_matches_scalar,kl_mean,kl_max,minibatch_count,kl_observed_count,current_log_prob_mean,old_log_prob_mean,log_ratio_mean,log_ratio_abs_max,ratio_clip_fraction,advantage_mean,advantage_std,surrogate_loss,value_loss,entropy_loss,total_loss,gradient_norm,transitions,terminated_ratio,primary_fall_ratio,timeout_ratio,normalizers,reward_step_mean,velocity_tracking_error_mean,velocity_tracking_mean,completed_episode_count,completed_episode_length_mean,completed_episode_return_mean,completed_primary_fall_count,completed_timeout_count,completed_episode_reward_mean,update_stats,loss_components,post_update_policy_std_mean,raw_action_mean,raw_action_std,raw_action_abs_mean,raw_action_abs_p50,raw_action_abs_p90,raw_action_abs_p95,raw_action_abs_p99,raw_action_abs_max,raw_action_max,policy_mean_mean,policy_mean_std,policy_mean_abs_mean,policy_mean_abs_p50,policy_mean_abs_p90,policy_mean_abs_p95,policy_mean_abs_p99,policy_mean_abs_max,policy_mean_max,policy_std_mean,policy_std_std,policy_std_abs_mean,policy_std_abs_p50,policy_std_abs_p90,policy_std_abs_p95,policy_std_abs_p99,policy_std_abs_max,policy_std_max,command_x_mean,command_x_std,command_x_abs_mean,command_x_abs_p50,command_x_abs_p90,command_x_abs_p95,command_x_abs_p99,command_x_abs_max,command_x_max,command_y_mean,command_y_std,command_y_abs_mean,command_y_abs_p50,command_y_abs_p90,command_y_abs_p95,command_y_abs_p99,command_y_abs_max,command_y_max,command_z_mean,command_z_std,command_z_abs_mean,command_z_abs_p50,command_z_abs_p90,command_z_abs_p95,command_z_abs_p99,command_z_abs_max,command_z_max,target_limit_violation_elements,target_limit_violation_steps,target_limit_max_excess_rad,target_limit_steps_by_joint,actual_limit_violation_elements,actual_limit_violation_steps,actual_limit_max_excess_rad,actual_limit_steps_by_joint,joint_torque_mean,joint_torque_std,joint_torque_abs_mean,joint_torque_abs_p50,joint_torque_abs_p90,joint_torque_abs_p95,joint_torque_abs_p99,joint_torque_abs_max,joint_torque_max,contact_sensor_force_max_N,contact_sensor_contact_elements,contact_sensor_contact_steps,robot_ground_contact_steps_proxy,analytic_kl_mean,analytic_kl_max,kl_timing,optimizer_step_count,fixed_learning_rate,actual_forward_velocity_mean
1,0,0.0001,0.0001,0.0001,0.0001,[0.0001],True,0.023411396890878677,0.12943190336227417,20,20,5.45654821395874,5.484173774719238,-0.027625156566500664,1.2908859252929688,0.4218750298023224,5.960464477539063e-08,0.999674379825592,-0.08143924921751022,0.009945726953446865,5.501326084136963,-0.027482906356453896,3.2446186542510986,1536,0.0,0.0,0.0,"{""policy"":{""count"":1536,""mean_abs_mean"":0.07343583554029465,""std_mean"":0.4821840226650238,""std_min"":0.0,""std_max"":1.5523492097854614,""training"":true},""critic"":{""count"":1536,""mean_abs_mean"":0.07054708153009415,""std_mean"":0.36513805389404297,""std_min"":0.0,""std_max"":1.3141874074935913,""training"":true}}","{""termination_penalty"":0.0,""track_lin_vel_xy_exp"":0.2944450280905973,""track_ang_vel_z_exp"":0.4551141527911165,""feet_air_time"":0.0004134113939168553,""feet_slide"":-0.008491966410711408,""flat_orientation_l2"":-0.024203468170079345,""stand_still"":0.0,""dof_pos_limits"":-0.002235151204028322,""joint_deviation_hip"":-0.01909960483802327,""joint_deviation_arms"":-0.05039896445911533,""joint_deviation_torso"":-0.020244231416503073,""joint_deviation_knee"":-0.015275747859732292,""lin_vel_z_l2"":-0.003902792621322145,""action_rate_l2"":-0.12696731545050474,""dof_acc_l2"":-0.002504833420506003,""dof_torques_l2"":-0.0035050668554106323}",0.6463233828544617,0.2944450378417969,0,,,0,0,{},"{""grad_norm"":3.2446186542510986}","{""surrogate_loss"":-0.08143924921751022,""value_loss"":0.009945726953446865,""entropy"":5.501326084136963,""total_loss"":-0.027482906356453896}",0.20034092664718628,-0.01953761838376522,0.22092583775520325,0.1769350916147232,0.14926066994667053,0.36642783880233765,0.4342716932296753,0.563651442527771,0.921816349029541,0.921816349029541,-0.019902996718883514,0.09301909059286118,0.07597559690475464,0.06470485776662827,0.15666449069976807,0.18586474657058716,0.2430819571018219,0.36395853757858276,0.35286572575569153,0.20000001788139343,0.0,0.20000001788139343,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,18,0.08909794688224792,"{""left_shoulder_pitch_joint"":0,""right_shoulder_pitch_joint"":0,""waist_pitch_joint"":0,""left_shoulder_roll_joint"":0,""right_shoulder_roll_joint"":0,""waist_roll_joint"":0,""left_shoulder_yaw_joint"":0,""right_shoulder_yaw_joint"":0,""waist_yaw_joint"":0,""left_elbow_joint"":0,""right_elbow_joint"":0,""left_hip_pitch_joint"":0,""right_hip_pitch_joint"":0,""left_wrist_roll_joint"":0,""right_wrist_roll_joint"":0,""left_hip_roll_joint"":0,""right_hip_roll_joint"":0,""left_wrist_pitch_joint"":0,""right_wrist_pitch_joint"":0,""left_hip_yaw_joint"":0,""right_hip_yaw_joint"":0,""left_wrist_yaw_joint"":0,""right_wrist_yaw_joint"":0,""left_knee_joint"":0,""right_knee_joint"":0,""left_ankle_pitch_joint"":0,""right_ankle_pitch_joint"":0,""left_ankle_roll_joint"":12,""right_ankle_roll_joint"":6}",21,20,0.003116786479949951,"{""left_shoulder_pitch_joint"":0,""right_shoulder_pitch_joint"":0,""waist_pitch_joint"":0,""left_shoulder_roll_joint"":0,""right_shoulder_roll_joint"":0,""waist_roll_joint"":0,""left_shoulder_yaw_joint"":0,""right_shoulder_yaw_joint"":0,""waist_yaw_joint"":0,""left_elbow_joint"":0,""right_elbow_joint"":0,""left_hip_pitch_joint"":0,""right_hip_pitch_joint"":0,""left_wrist_roll_joint"":0,""right_wrist_roll_joint"":0,""left_hip_roll_joint"":0,""right_hip_roll_joint"":0,""left_wrist_pitch_joint"":0,""right_wrist_pitch_joint"":0,""left_hip_yaw_joint"":0,""right_hip_yaw_joint"":0,""left_wrist_yaw_joint"":0,""right_wrist_yaw_joint"":0,""left_knee_joint"":0,""right_knee_joint"":0,""left_ankle_pitch_joint"":16,""right_ankle_pitch_joint"":3,""left_ankle_roll_joint"":0,""right_ankle_roll_joint"":2}",-1.0981308221817017,5.863332748413086,3.120004177093506,1.241269588470459,7.904000759124756,13.272279739379883,26.463424682617188,51.13948059082031,30.467172622680664,955.6351318359375,3050,1,3050,0.023411396890878677,0.12943190336227417,before_current_optimizer_step,20,0.0001,0.06446944177150726
