case_set,snapshot_update,checkpoint_sha256,case_manifest_sha256,case_id,env_id,checkpoint,episode_return,episode_length,action_abs_max,target_joint_limit_steps,actual_joint_limit_steps,target_joint_max_excess_rad,actual_joint_max_excess_rad,self_collision_steps,self_collision_max_N,confirmed_nonfoot_ground_steps,confirmed_nonfoot_ground_max_N,foot_ground_steps,nonfinite,primary_fall,height_failure,tilt_failure,timeout,episode_seconds,velocity_tracking_error_mean,velocity_tracking_mean,command_x_mean,command_y_mean,actual_x_mean,actual_y_mean,action_abs_mean,seed,observation_noise_seed
fixed_d3_d4,20,86f950466f1d8de6427795de792a86c7342cb3b6fd691e048929e0386be8f037,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_02,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_020.pt,-3.6807461733696982,42,0.2891393005847931,0,0,0.0,0.0,4,109.77175903320312,0,0.0,40,False,True,True,False,False,0.84,0.7072083460433143,0.23593957113778397,0.1476806104183197,0.29520702362060547,-0.2477831169962883,0.8575854429176876,0.07044682092964649,12345,991805
fixed_d3_d4,20,86f950466f1d8de6427795de792a86c7342cb3b6fd691e048929e0386be8f037,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_03,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_020.pt,-4.252789561112877,45,0.2931883633136749,0,0,0.0,0.0,4,2.058535099029541,0,0.0,44,False,True,True,False,False,0.9,1.4668359756469727,0.002431754383203276,0.5260745286941528,-0.4813744127750397,-0.9016186952590942,-0.20466325547960068,0.08272821638319228,12345,1096534
fixed_d3_d4,20,86f950466f1d8de6427795de792a86c7342cb3b6fd691e048929e0386be8f037,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_04,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_020.pt,-4.080221540963976,55,0.26768696308135986,0,0,0.0,0.0,3,4.3410820960998535,0,0.0,53,False,True,True,False,False,1.1,0.7629668203267184,0.2824203865908864,-0.08083921670913696,0.10173231363296509,-0.6751509173349901,-0.3648789942264557,0.07023138742555271,12345,1201263
fixed_d3_d4,20,86f950466f1d8de6427795de792a86c7342cb3b6fd691e048929e0386be8f037,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_05,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_020.pt,-3.619122377684107,64,0.27623191475868225,0,0,0.0,0.0,2,3.8347718715667725,0,0.0,62,False,True,True,False,False,1.28,1.442179400473833,0.004755212669964802,0.8210498094558716,0.23905354738235474,-0.4729628257919103,-0.37383963796310127,0.07760118233272806,12345,1305992
fixed_d3_d4,20,86f950466f1d8de6427795de792a86c7342cb3b6fd691e048929e0386be8f037,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_06,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_020.pt,-4.101750785543118,54,0.34134018421173096,0,0,0.0,0.0,1,29.903484344482422,0,0.0,52,False,True,True,False,False,1.08,1.193781622030117,0.016615862824269075,0.6192426681518555,0.16252392530441284,-0.5051153304952162,0.500142866814578,0.07730021824439366,12345,1410721
fixed_d3_d4,20,86f950466f1d8de6427795de792a86c7342cb3b6fd691e048929e0386be8f037,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_07,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_020.pt,-3.4719819905003533,51,0.26403963565826416,0,0,0.0,0.0,2,86.23747253417969,0,0.0,51,False,True,True,False,False,1.02,0.7235242239400452,0.325805075149772,-0.22490160167217255,0.17261964082717896,-0.5753029719287274,-0.4490363508024636,0.06485124166105308,12345,1515450
fixed_d3_d4,50,6af71081a47a7abe996634644593934018ab7151455571363602858caad20312,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_00,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_050.pt,-3.3393219046702143,67,0.32203415036201477,0,11,0.0,0.0031612515449523926,3,28.4585018157959,0,0.0,65,False,True,True,False,False,1.34,0.5652920421796725,0.4572387055105985,0.4316028952598572,-0.11672234535217285,0.6033834227319084,-0.23282308453944192,0.06816948800167041,12345,782347
fixed_d3_d4,50,6af71081a47a7abe996634644593934018ab7151455571363602858caad20312,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_01,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_050.pt,-2.887016705237329,72,0.3122141659259796,0,0,0.0,0.0,3,13.537163734436035,0,0.0,70,False,True,True,False,False,1.44,0.5402384615606732,0.343007442024019,0.2939290404319763,0.4875432252883911,-0.15627553251882395,0.4543195126785172,0.07816044106665584,12345,887076
fixed_d3_d4,50,6af71081a47a7abe996634644593934018ab7151455571363602858caad20312,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_02,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_050.pt,-3.6665302698966116,42,0.3201900124549866,0,0,0.0,0.0,12,113.4328842163086,0,0.0,40,False,True,True,False,False,0.84,0.7138839931715102,0.24043204411975153,0.1476806104183197,0.29520702362060547,-0.24869303476242793,0.86581080584299,0.08068100886330717,12345,991805
fixed_d3_d4,50,6af71081a47a7abe996634644593934018ab7151455571363602858caad20312,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_03,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_050.pt,-4.211428298644023,46,0.29312729835510254,0,0,0.0,0.0,5,54.29840087890625,0,0.0,44,False,True,True,False,False,0.92,1.4838619672733804,0.002601802292784969,0.5260745286941528,-0.4813744127750397,-0.9142427625863448,-0.16199802963630014,0.07718036097028981,12345,1096534
fixed_d3_d4,50,6af71081a47a7abe996634644593934018ab7151455571363602858caad20312,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_04,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_050.pt,-3.90405906928936,54,0.30994364619255066,0,0,0.0,0.0,2,4.327956199645996,0,0.0,52,False,True,True,False,False,1.08,0.7421878554202892,0.30770122171337855,-0.08083921670913696,0.10173231363296509,-0.69790620053256,-0.2967691264218754,0.08470025286078453,12345,1201263
fixed_d3_d4,50,6af71081a47a7abe996634644593934018ab7151455571363602858caad20312,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_05,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_050.pt,-3.4560516705096234,68,0.3505170941352844,0,0,0.0,0.0,7,6.397610664367676,0,0.0,66,False,True,True,False,False,1.36,1.4289151403833837,0.005705245327228995,0.8210498094558716,0.23905354738235474,-0.500223214902422,-0.29039960946230325,0.0807507796870435,12345,1305992
fixed_d3_d4,50,6af71081a47a7abe996634644593934018ab7151455571363602858caad20312,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_06,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_050.pt,-4.041486388538033,54,0.3369705080986023,0,0,0.0,0.0,2,31.681299209594727,0,0.0,52,False,True,True,False,False,1.08,1.1969147368713662,0.019022223264612507,0.6192426681518555,0.16252392530441284,-0.5195852142793161,0.4801855142469759,0.08092379245769095,12345,1410721
fixed_d3_d4,50,6af71081a47a7abe996634644593934018ab7151455571363602858caad20312,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_07,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_050.pt,-3.379395822295919,51,0.3233303725719452,0,0,0.0,0.0,2,28.608583450317383,0,0.0,51,False,True,True,False,False,1.02,0.7651812104033489,0.3188397436363621,-0.22490160167217255,0.17261964082717896,-0.5979792764958214,-0.4817117446777867,0.08073091002948143,12345,1515450
fixed_d3_d4,100,ea87010938cb72146c6fb456b43a9c87a3c2d03fe20047bc0907b76aa903e5c5,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_00,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_100.pt,-3.2409347523353063,67,0.33010998368263245,0,11,0.0,0.002546548843383789,2,3.973627805709839,0,0.0,65,False,True,True,False,False,1.34,0.5606147591997661,0.46087485787509974,0.4316028952598572,-0.11672234535217285,0.6117525994221666,-0.20357713153335585,0.07517551647415802,12345,782347
fixed_d3_d4,100,ea87010938cb72146c6fb456b43a9c87a3c2d03fe20047bc0907b76aa903e5c5,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_01,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_100.pt,-2.922951214481145,71,0.42727550864219666,0,0,0.0,0.0,25,31.28952980041504,0,0.0,69,False,True,True,False,False,1.42,0.5942295726755975,0.29413499084996503,0.2939290404319763,0.4875432252883911,-0.18517041059447006,0.45420228217689085,0.09481871516351968,12345,887076
fixed_d3_d4,100,ea87010938cb72146c6fb456b43a9c87a3c2d03fe20047bc0907b76aa903e5c5,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_02,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_100.pt,-3.6305336047080345,42,0.48573559522628784,0,0,0.0,0.0,19,180.66012573242188,0,0.0,40,False,True,True,False,False,0.84,0.7379063793591091,0.2330418921309978,0.1476806104183197,0.29520702362060547,-0.2914528949629693,0.859990119934082,0.1035404001318273,12345,991805
fixed_d3_d4,100,ea87010938cb72146c6fb456b43a9c87a3c2d03fe20047bc0907b76aa903e5c5,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_03,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_100.pt,-4.176996327296365,47,0.38856789469718933,0,0,0.0,0.0,3,4.140036106109619,0,0.0,46,False,True,True,False,False,0.9400000000000001,1.4482743384990286,0.0030324968443786455,0.5260745286941528,-0.4813744127750397,-0.8865469675114814,-0.20627412707247633,0.09172105868446066,12345,1096534
fixed_d3_d4,100,ea87010938cb72146c6fb456b43a9c87a3c2d03fe20047bc0907b76aa903e5c5,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_04,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_100.pt,-3.9254162065917626,55,0.3190048336982727,0,0,0.0,0.0,6,37.839500427246094,0,0.0,53,False,True,True,False,False,1.1,0.7515104353427887,0.2917870161260494,-0.08083921670913696,0.10173231363296509,-0.6644345586950129,-0.3624880156733773,0.09929860207167539,12345,1201263
fixed_d3_d4,100,ea87010938cb72146c6fb456b43a9c87a3c2d03fe20047bc0907b76aa903e5c5,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_05,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_100.pt,-3.3149678655026946,70,0.40259552001953125,0,0,0.0,0.0,14,5.311811923980713,0,0.0,68,False,True,True,False,False,1.4000000000000001,1.4039874153477805,0.006568737189119096,0.8210498094558716,0.23905354738235474,-0.4920433317976339,-0.24999421281473977,0.10297000056930951,12345,1305992
fixed_d3_d4,100,ea87010938cb72146c6fb456b43a9c87a3c2d03fe20047bc0907b76aa903e5c5,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_06,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_100.pt,-4.02489540357783,56,0.4420924484729767,0,0,0.0,0.0,3,2.568115234375,0,0.0,54,False,True,True,False,False,1.12,1.1943394403372491,0.02045113279284294,0.6192426681518555,0.16252392530441284,-0.5364764178437846,0.4059474311236824,0.09007777286959547,12345,1410721
fixed_d3_d4,100,ea87010938cb72146c6fb456b43a9c87a3c2d03fe20047bc0907b76aa903e5c5,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_07,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_100.pt,-3.3815389471128583,53,0.4022497236728668,0,0,0.0,0.0,5,16.924196243286133,0,0.0,53,False,True,True,False,False,1.06,0.7709318854898777,0.3024725625575126,-0.22490160167217255,0.17261964082717896,-0.5901390817367805,-0.4933126116136335,0.09071487553839414,12345,1515450
fixed_d3_d4,150,849f616bff104bbeca97c701e9cddeb9a62b5ca34d226eff5f65882a9aa4e65c,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_00,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_150.pt,-3.2545065176236676,70,0.38577860593795776,0,10,0.0,0.001389145851135254,1,2.4983718395233154,0,0.0,68,False,True,True,False,False,1.4000000000000001,0.5480730047316423,0.47243085940987967,0.4316028952598572,-0.11672234535217285,0.5853547224508865,-0.22282282773937498,0.08952156475612096,12345,782347
fixed_d3_d4,150,849f616bff104bbeca97c701e9cddeb9a62b5ca34d226eff5f65882a9aa4e65c,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_01,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_150.pt,-2.861389053054154,78,0.4842551052570343,0,0,0.0,0.0,19,51.76097869873047,0,0.0,76,False,True,True,False,False,1.56,0.5631334827496455,0.33578516913052553,0.2939290404319763,0.4875432252883911,-0.13902379820744196,0.45922629840863055,0.10129772642484078,12345,887076
fixed_d3_d4,150,849f616bff104bbeca97c701e9cddeb9a62b5ca34d226eff5f65882a9aa4e65c,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_02,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_150.pt,-3.621459046145901,44,0.612275242805481,0,0,0.0,0.0,16,99.72574615478516,0,0.0,42,False,True,True,False,False,0.88,0.7541833174499598,0.21745751296905588,0.1476806104183197,0.29520702362060547,-0.3651636923578652,0.8179508163170381,0.11404213851148431,12345,991805
fixed_d3_d4,150,849f616bff104bbeca97c701e9cddeb9a62b5ca34d226eff5f65882a9aa4e65c,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_03,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_150.pt,-4.083170122496085,47,0.41502612829208374,0,0,0.0,0.0,3,39.127716064453125,0,0.0,46,False,True,True,False,False,0.9400000000000001,1.4865285005975277,0.003169694130606836,0.5260745286941528,-0.4813744127750397,-0.9176206290721893,-0.1675661307700137,0.1044036419467723,12345,1096534
fixed_d3_d4,150,849f616bff104bbeca97c701e9cddeb9a62b5ca34d226eff5f65882a9aa4e65c,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_04,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_150.pt,-3.8556449666793924,56,0.48611611127853394,0,0,0.0,0.0,6,7.681507110595703,0,0.0,54,False,True,True,False,False,1.12,0.7428291019584451,0.3143304241874034,-0.08083921670913696,0.10173231363296509,-0.6872809364327362,-0.31301284208893776,0.10916130963180747,12345,1201263
fixed_d3_d4,150,849f616bff104bbeca97c701e9cddeb9a62b5ca34d226eff5f65882a9aa4e65c,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_05,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_150.pt,-3.2366583159018774,72,0.52011638879776,0,0,0.0,0.0,7,34.390907287597656,0,0.0,70,False,True,True,False,False,1.44,1.4157756773961916,0.007642295608061599,0.8210498094558716,0.23905354738235474,-0.5421858021161623,-0.13333011894590324,0.11908236280497578,12345,1305992
fixed_d3_d4,150,849f616bff104bbeca97c701e9cddeb9a62b5ca34d226eff5f65882a9aa4e65c,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_06,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_150.pt,-4.0203168711668695,58,0.5429092049598694,0,0,0.0,0.0,5,2.9224939346313477,0,0.0,56,False,True,True,False,False,1.16,1.2191642605025192,0.020501469720138513,0.6192426681518555,0.16252392530441284,-0.582221467176388,0.3347901999950409,0.09268127882788921,12345,1410721
fixed_d3_d4,150,849f616bff104bbeca97c701e9cddeb9a62b5ca34d226eff5f65882a9aa4e65c,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_07,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_150.pt,-3.301365782506764,52,0.4703589677810669,0,0,0.0,0.0,4,18.786609649658203,0,0.0,52,False,True,True,False,False,1.04,0.7443375375408393,0.31266426466919045,-0.22490160167217255,0.17261964082717896,-0.5960464792755934,-0.4559790976345539,0.10247336371013752,12345,1515450
