case_set,snapshot_update,checkpoint_sha256,case_manifest_sha256,case_id,env_id,checkpoint,episode_return,episode_length,action_abs_max,target_joint_limit_steps,actual_joint_limit_steps,target_joint_max_excess_rad,actual_joint_max_excess_rad,self_collision_steps,self_collision_max_N,confirmed_nonfoot_ground_steps,confirmed_nonfoot_ground_max_N,foot_ground_steps,nonfinite,primary_fall,height_failure,tilt_failure,timeout,episode_seconds,velocity_tracking_error_mean,velocity_tracking_mean,command_x_mean,command_y_mean,actual_x_mean,actual_y_mean,action_abs_mean,seed,observation_noise_seed
fixed_d3_d4,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_00,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-3.1498974741407437,70,0.5104783773422241,0,9,0.0,0.0017018318176269531,0,0.0,0,0.0,68,False,True,True,False,False,1.4000000000000001,0.5511275471853359,0.47333513631799307,0.4316028952598572,-0.11672234535217285,0.604227004067174,-0.1665965666196176,0.0949038667338235,12345,782347
fixed_d3_d4,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_01,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-2.8151799245970324,85,0.7226828336715698,0,0,0.0,0.0,6,14.425236701965332,0,0.0,83,False,True,True,False,False,1.7,0.7442964764202342,0.21393476050888077,0.2939290404319763,0.4875432252883911,-0.36793304646716396,0.3117672034922768,0.11460125928415972,12345,887076
fixed_d3_d4,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_02,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-3.547996305162087,46,0.5514742732048035,0,0,0.0,0.0,11,71.8531265258789,0,0.0,44,False,True,True,False,False,0.92,0.7708270873712457,0.1996493528890626,0.1476806104183197,0.29520702362060547,-0.42052506979392923,0.7844528283761896,0.1250073430330857,12345,991805
fixed_d3_d4,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_03,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-4.098985241027549,47,0.5467069745063782,0,0,0.0,0.0,1,13.547374725341797,0,0.0,45,False,True,True,False,False,0.9400000000000001,1.4974723420244582,0.0030815885023451257,0.5260745286941528,-0.4813744127750397,-0.9230694447426085,-0.1333736904123996,0.11122703758325983,12345,1096534
fixed_d3_d4,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_04,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-3.8539948995749,55,0.6247479915618896,0,0,0.0,0.0,8,4.347283840179443,0,0.0,53,False,True,True,False,False,1.1,0.7327894644303755,0.3166871802393044,-0.08083921670913696,0.10173231363296509,-0.6686109786683863,-0.321278283812783,0.1160160700028593,12345,1201263
fixed_d3_d4,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_05,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-3.258378619328141,70,0.6921624541282654,0,0,0.0,0.0,4,14.195259094238281,0,0.0,68,False,True,True,False,False,1.4000000000000001,1.428540893963405,0.006821102119155551,0.8210498094558716,0.23905354738235474,-0.5650385746998446,-0.08735708253724235,0.12046704973493304,12345,1305992
fixed_d3_d4,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_06,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-4.082981419072894,59,0.46536093950271606,0,0,0.0,0.0,2,25.446794509887695,0,0.0,57,False,True,True,False,False,1.18,1.2746773301544836,0.018938704953556724,0.6192426681518555,0.16252392530441284,-0.6521893297716722,0.22924862069598698,0.10500910297288733,12345,1410721
fixed_d3_d4,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,027dcde653e00005759ce3738a3242f6054a026b23cd0e927d7159a0463a869c,case_07,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-3.3561147020664066,51,0.7014586329460144,0,0,0.0,0.0,5,3.1933014392852783,0,0.0,51,False,True,True,False,False,1.02,0.7294898483098722,0.33596025365252846,-0.22490160167217255,0.17261964082717896,-0.6256774807093191,-0.41984128937417386,0.11676220332874972,12345,1515450
independent_32,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,9a4ed5241395a1fb72881c25687b4bc8d427d190fb3747b71b70ded54ce8e20a,case_00,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-3.6676104650250636,65,0.5405474305152893,0,5,0.0,0.0018371343612670898,1,35.885677337646484,0,0.0,63,False,True,True,False,False,1.3,0.534672919775431,0.45355700832487156,0.5974962711334229,0.03201967477798462,0.7065584505836551,0.004651644836681393,0.10170000206965667,92345,1728347
independent_32,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,9a4ed5241395a1fb72881c25687b4bc8d427d190fb3747b71b70ded54ce8e20a,case_01,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-3.423921276378678,45,0.5281382203102112,0,0,0.0,0.0,4,40.94172668457031,0,0.0,45,False,True,True,False,False,0.9,0.620275452401903,0.3773293906331269,-0.3722410500049591,0.009954988956451416,-0.9241747670703464,0.19870067636171976,0.11262442701392704,92345,1833076
independent_32,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,9a4ed5241395a1fb72881c25687b4bc8d427d190fb3747b71b70ded54ce8e20a,case_02,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-3.9531086882834643,46,0.6451588869094849,0,0,0.0,0.0,1,5.4404215812683105,0,0.0,44,False,True,True,False,False,0.92,0.7637252678041873,0.21976582313072868,-0.28109070658683777,-0.301038920879364,-0.9335903220850489,0.02193033824796262,0.10528631702713344,92345,1937805
independent_32,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,9a4ed5241395a1fb72881c25687b4bc8d427d190fb3747b71b70ded54ce8e20a,case_03,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-3.2726938998603146,53,0.6166004538536072,0,0,0.0,0.0,16,60.3431510925293,0,0.0,51,False,True,True,False,False,1.06,0.5085631240651293,0.5206215791538784,0.11615374684333801,-0.3592134714126587,-0.1145035241431785,-0.7775587012182992,0.11732651405739335,92345,2042534
independent_32,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,9a4ed5241395a1fb72881c25687b4bc8d427d190fb3747b71b70ded54ce8e20a,case_04,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-4.072497189925343,54,0.4746559262275696,0,11,0.0,0.003381192684173584,5,2.925339460372925,0,0.0,53,False,True,True,False,False,1.08,1.1606689216914001,0.021968596008163362,0.79957515001297,0.4901883602142334,0.6676038834783766,-0.580194495342396,0.12069788092264423,92345,2147263
independent_32,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,9a4ed5241395a1fb72881c25687b4bc8d427d190fb3747b71b70ded54ce8e20a,case_05,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-3.8214876153797377,58,0.6112528443336487,0,0,0.0,0.0,14,44.750022888183594,0,0.0,57,False,True,True,False,False,1.16,0.934122483278143,0.11895803018199658,-0.23369824886322021,-0.20200836658477783,-0.1513604061228448,0.7066271495202492,0.11302436669838839,92345,2251992
independent_32,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,9a4ed5241395a1fb72881c25687b4bc8d427d190fb3747b71b70ded54ce8e20a,case_06,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-4.173604600393446,48,0.6521866917610168,0,0,0.0,0.0,3,3.8405840396881104,0,0.0,46,False,True,True,False,False,0.96,1.4959353084365528,0.0036556255539616535,0.7137097120285034,0.465595006942749,-0.7744484823197126,0.3776840412368377,0.13048767779643336,92345,2356721
independent_32,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,9a4ed5241395a1fb72881c25687b4bc8d427d190fb3747b71b70ded54ce8e20a,case_07,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-3.3507846582506318,97,0.4932298958301544,0,0,0.0,0.0,7,29.93887710571289,0,0.0,95,False,True,True,False,False,1.94,1.1977564526587416,0.0166426482807494,0.6359654664993286,-0.479763388633728,-0.2098895562524648,0.3567787247527506,0.09684800571694817,92345,2461450
independent_32,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,9a4ed5241395a1fb72881c25687b4bc8d427d190fb3747b71b70ded54ce8e20a,case_08,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-3.9713349526646198,46,0.5483231544494629,0,1,0.0,0.0003266334533691406,13,31.887784957885742,0,0.0,45,False,True,True,False,False,0.92,0.8106124057717945,0.20886861209108878,0.43527698516845703,-0.22511929273605347,0.09437427572582079,-0.9332957520433094,0.11906395901156508,92345,2566179
independent_32,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,9a4ed5241395a1fb72881c25687b4bc8d427d190fb3747b71b70ded54ce8e20a,case_09,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-3.574888419578201,60,0.6613193154335022,0,0,0.0,0.0,14,4.186587333679199,0,0.0,58,False,True,True,False,False,1.2,1.0590257624785104,0.07008760619774511,0.31040138006210327,0.15770775079727173,-0.5968672305345535,-0.3784354860583941,0.11613408923149109,92345,2670908
independent_32,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,9a4ed5241395a1fb72881c25687b4bc8d427d190fb3747b71b70ded54ce8e20a,case_10,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-4.062041425378993,57,0.566913902759552,0,0,0.0,0.0,18,6.160027980804443,0,0.0,56,False,True,True,False,False,1.1400000000000001,1.297350547815624,0.009299127763963418,0.760875940322876,-0.353121817111969,-0.5076084102977786,-0.4418786032158032,0.12349017565710503,92345,2775637
independent_32,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,9a4ed5241395a1fb72881c25687b4bc8d427d190fb3747b71b70ded54ce8e20a,case_11,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-3.7373095567090786,62,0.43663525581359863,0,10,0.0,0.0020064115524291992,0,0.0,0,0.0,61,False,True,True,False,False,1.24,1.2746015796738286,0.044789542559884835,-0.43807682394981384,-0.29854148626327515,0.7341327532044342,0.1604094618270474,0.09784248303021154,92345,2880366
independent_32,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,9a4ed5241395a1fb72881c25687b4bc8d427d190fb3747b71b70ded54ce8e20a,case_12,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-3.9180880053754663,65,0.5251275300979614,0,11,0.0,0.0012121200561523438,1,1.3239779472351074,0,0.0,64,False,True,True,False,False,1.3,0.8845086152736957,0.24072373012903076,-0.32914748787879944,0.14202308654785156,0.4240118874953343,0.5522011371759268,0.10441713665540402,92345,2985095
independent_32,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,9a4ed5241395a1fb72881c25687b4bc8d427d190fb3747b71b70ded54ce8e20a,case_13,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-3.634696066263132,45,0.6481083035469055,0,0,0.0,0.0,14,34.55130386352539,0,0.0,43,False,True,True,False,False,0.9,0.4531200650665495,0.5974296206016637,-0.10983644425868988,-0.44997456669807434,-0.1249057412147522,-0.8985671626196967,0.1173845950100157,92345,3089824
independent_32,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,9a4ed5241395a1fb72881c25687b4bc8d427d190fb3747b71b70ded54ce8e20a,case_14,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-3.6031440435908735,58,0.6458277106285095,0,4,0.0,0.0016851425170898438,7,6.968657970428467,0,0.0,56,False,True,True,False,False,1.16,1.1831743717193604,0.034655074965844065,-0.484857976436615,0.12400460243225098,0.33367811978377143,-0.7102130970050549,0.11238557305829279,92345,3194553
independent_32,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,9a4ed5241395a1fb72881c25687b4bc8d427d190fb3747b71b70ded54ce8e20a,case_15,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-3.889003731224875,61,0.5028451681137085,0,11,0.0,0.002792537212371826,1,3.176910638809204,0,0.0,61,False,True,True,False,False,1.22,0.7024623116508859,0.21725183838337173,0.981447160243988,0.13589102029800415,0.7862879655888824,-0.25459938484137173,0.11019280406295276,92345,3299282
independent_32,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,9a4ed5241395a1fb72881c25687b4bc8d427d190fb3747b71b70ded54ce8e20a,case_16,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-3.3118116026744246,51,0.6003541946411133,0,0,0.0,0.0,17,52.41319274902344,0,0.0,49,False,True,True,False,False,1.02,0.5222355007540946,0.495335408070983,-0.11339850723743439,-0.18952420353889465,-0.3958251067236358,-0.601414457840078,0.11985442539056142,92345,3404011
independent_32,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,9a4ed5241395a1fb72881c25687b4bc8d427d190fb3747b71b70ded54ce8e20a,case_17,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-3.3449818484659772,54,0.5246109366416931,0,0,0.0,0.0,1,8.719054222106934,0,0.0,51,False,True,True,False,False,1.08,0.8829354776276482,0.13142592521479754,-0.2555989623069763,-0.44336870312690735,-0.8111543749217633,0.17942492139560204,0.10059998377605721,92345,3508740
independent_32,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,9a4ed5241395a1fb72881c25687b4bc8d427d190fb3747b71b70ded54ce8e20a,case_18,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-4.09957181646314,45,0.5523249506950378,0,0,0.0,0.0,2,1.6604080200195312,0,0.0,43,False,True,True,False,False,0.9,1.0696620451079475,0.07129724480525712,0.08145834505558014,-0.1191774308681488,-0.8628402067555322,0.3803919818666246,0.1075155215130912,92345,3613469
independent_32,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,9a4ed5241395a1fb72881c25687b4bc8d427d190fb3747b71b70ded54ce8e20a,case_19,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-3.701501703588292,39,0.5104150772094727,0,0,0.0,0.0,0,0.0,0,0.0,39,False,True,True,False,False,0.78,1.842388963088011,9.251782926032383e-05,0.8074831962585449,-0.22229862213134766,-1.0116591560534942,0.06727077869268563,0.11346542262114011,92345,3718198
independent_32,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,9a4ed5241395a1fb72881c25687b4bc8d427d190fb3747b71b70ded54ce8e20a,case_20,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-3.802154036820866,37,0.49517399072647095,0,11,0.0,0.002583920955657959,2,2.341768503189087,0,0.0,34,False,True,True,False,False,0.74,1.1114845904144082,0.07657896881230161,0.26211294531822205,0.002146303653717041,0.950922308741389,0.8646838713336635,0.11242711362806526,92345,3822927
independent_32,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,9a4ed5241395a1fb72881c25687b4bc8d427d190fb3747b71b70ded54ce8e20a,case_21,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-4.0507768133538775,55,0.4502109885215759,0,6,0.0,0.002589404582977295,0,0.0,0,0.0,53,False,True,True,False,False,1.1,0.9644211210987784,0.1749626603144763,-0.027859419584274292,-0.24649140238761902,0.8590428593483839,-0.006579078869386153,0.10398992029103366,92345,3927656
independent_32,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,9a4ed5241395a1fb72881c25687b4bc8d427d190fb3747b71b70ded54ce8e20a,case_22,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-3.8209318092340254,54,0.531373143196106,0,1,0.0,0.0002568960189819336,16,148.01182556152344,0,0.0,52,False,True,True,False,False,1.08,0.6422467794683244,0.34226916890070747,0.38987183570861816,-0.3585570454597473,0.0442273575398657,-0.792849897786423,0.1138377391077854,92345,4032385
independent_32,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,9a4ed5241395a1fb72881c25687b4bc8d427d190fb3747b71b70ded54ce8e20a,case_23,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-3.722293329585227,57,0.6304526925086975,0,0,0.0,0.0,6,5.834201335906982,0,0.0,56,False,True,True,False,False,1.1400000000000001,1.0113966736877174,0.1111050426394012,0.18413236737251282,0.1842384934425354,-0.695283501817469,-0.3104510712519027,0.1128449331511531,92345,4137114
independent_32,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,9a4ed5241395a1fb72881c25687b4bc8d427d190fb3747b71b70ded54ce8e20a,case_24,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-3.864381362363929,76,0.595026433467865,0,11,0.0,0.0019459128379821777,0,0.0,0,0.0,75,False,True,True,False,False,1.52,0.9028408064653999,0.23935326606706298,-0.32769501209259033,-0.08072897791862488,0.4924166027064386,-0.4010586100385377,0.10490389825089981,92345,4241843
independent_32,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,9a4ed5241395a1fb72881c25687b4bc8d427d190fb3747b71b70ded54ce8e20a,case_25,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-3.5943985510093626,43,0.4525529146194458,0,8,0.0,0.0023242831230163574,1,2.7401158809661865,0,0.0,42,False,True,True,False,False,0.86,0.802221997186195,0.3159937596042149,0.29192784428596497,0.1705910563468933,1.0547519852948744,0.4092096693293993,0.09973579454560612,92345,4346572
independent_32,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,9a4ed5241395a1fb72881c25687b4bc8d427d190fb3747b71b70ded54ce8e20a,case_26,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-4.249273613328114,70,0.5109416842460632,0,0,0.0,0.0,4,74.58889770507812,0,0.0,68,False,True,True,False,False,1.4000000000000001,1.7021439041410173,0.0002831498375467982,0.9711179733276367,-0.45026057958602905,-0.6150877497025898,0.16155248523822852,0.10482793460999217,92345,4451301
independent_32,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,9a4ed5241395a1fb72881c25687b4bc8d427d190fb3747b71b70ded54ce8e20a,case_27,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-3.1895949747413397,48,0.5382726788520813,0,0,0.0,0.0,1,0.7875699400901794,0,0.0,48,False,True,True,False,False,0.96,0.5011750009531776,0.5011170736640148,-0.4625222682952881,0.13909912109375,-0.8764585939546427,0.28671129265179235,0.11947576717163126,92345,4556030
independent_32,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,9a4ed5241395a1fb72881c25687b4bc8d427d190fb3747b71b70ded54ce8e20a,case_28,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-3.533664974500425,63,0.683003842830658,0,4,0.0,0.0006777644157409668,13,38.162818908691406,0,0.0,62,False,True,True,False,False,1.26,1.0573531540613326,0.06632105529302221,0.1020822525024414,0.386599063873291,0.2642635464195221,-0.6493233674102359,0.11617784781588449,92345,4660759
independent_32,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,9a4ed5241395a1fb72881c25687b4bc8d427d190fb3747b71b70ded54ce8e20a,case_29,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-4.072418451847625,43,0.4756777286529541,0,7,0.0,0.0014445781707763672,2,1.7884443998336792,0,0.0,42,False,True,True,False,False,0.86,1.2011498295983603,0.04035208155330552,0.016910940408706665,-0.48428910970687866,1.0042950088201568,0.10205148368380791,0.10513870799264242,92345,4765488
independent_32,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,9a4ed5241395a1fb72881c25687b4bc8d427d190fb3747b71b70ded54ce8e20a,case_30,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-3.6831704150608857,57,0.500048041343689,0,0,0.0,0.0,1,83.38224792480469,0,0.0,54,False,True,True,False,False,1.1400000000000001,1.7947611265015184,0.00016542568133709744,0.9649198055267334,-0.42415523529052734,-0.7494667752792961,0.10573669985394206,0.11492751564895898,92345,4870217
independent_32,200,e40f07b56746fb14b41b94ff28a8a2244e745c4b8f4e4c853928e3392dbdbf31,9a4ed5241395a1fb72881c25687b4bc8d427d190fb3747b71b70ded54ce8e20a,case_31,0,/home/xiexuhui/InstinctLab/logs/e1-d5/bounded_20260924_gpu_recovery/train/20260924_122746_G1ResearchPrimaryFall_E1_D5_Research_s42_gpu_recovery/snapshot_update_200.pt,-3.615944207587745,41,0.5846153497695923,0,9,0.0,0.0011944770812988281,1,26.71141242980957,0,0.0,40,False,True,True,False,False,0.8200000000000001,0.6402853910879391,0.3998573104731693,0.41867831349372864,0.42751026153564453,0.9541406718696036,0.6601923435199551,0.11860506109348158,92345,4974946
