controller,action_mode,mode,case_id,control_step,physics_step,contact_time_s,link_a,link_b,contact_force_N,contact_points,self_collision,primary_fall_at_sample,primary_fall_same_control_step,episode_primary_fall,causes_primary_fall,classification,evidence,root_height_m,root_orientation_quat,root_tilt_rad,root_state,joint_position,joint_velocity
zero,legacy_raw,nominal,0,3,12,0.06,left_ankle_roll_link,unresolved_sensor_net,424.9141540527344,[],,False,False,True,not_established,unconfirmed,"net force; pair rows are separate, not assumed exhaustive",0.8008890151977539,"[0.9999999403953552, 6.055811354599427e-07, 2.133914858859498e-05, 1.3201325543832354e-07]",0.0,"[-1.1709518730640411e-05, 4.250905476510525e-07, 0.8008890151977539, 0.9999999403953552, 6.055811354599427e-07, 2.133914858859498e-05, 1.3201325543832354e-07, -0.01963801495730877, 0.0007611342589370906, -0.49735137820243835, 0.005403660237789154, 0.2182440608739853, -0.0002754100423771888]","[0.19992879033088684, 0.19992968440055847, -4.498650741879828e-05, 0.19997546076774597, -0.19997891783714294, 1.4579773051082157e-06, 2.3493248590966687e-05, -2.3726028302917257e-05, 1.6106318980746437e-06, 0.6001039743423462, 0.6001020073890686, -0.31225013732910156, -0.3122459352016449, 2.021341742874938e-06, -1.9097476524621015e-06, -2.250254874525126e-05, -7.793732947902754e-06, -1.5171941413427703e-05, -1.4990149793447927e-05, -8.236517714976799e-06, 2.499184301996138e-05, 2.935652673841105e-06, -2.9047300813545007e-06, 0.6693253517150879, 0.6693217754364014, -0.36163273453712463, -0.36165717244148254, 0.00018873072986025363, 0.0002042122941929847]","[-0.3661726415157318, -0.3646734952926636, -0.2176138162612915, -0.12478902190923691, 0.10864312946796417, -0.006116194650530815, 0.12515407800674438, -0.12422751635313034, -0.0037888421211391687, 0.5396179556846619, 0.532052755355835, -1.2650001049041748, -1.269324779510498, 0.01141571905463934, -0.010895637795329094, -0.05098700523376465, -0.03403019905090332, -0.09172207862138748, -0.09029892832040787, -0.025150422006845474, 0.022973643615841866, 0.014729814603924751, -0.014234373345971107, 1.4633188247680664, 1.463216781616211, 6.465098857879639, 6.467164039611816, 0.7618604898452759, 0.8179473876953125]"
zero,legacy_raw,nominal,0,3,12,0.06,right_ankle_roll_link,unresolved_sensor_net,425.47418212890625,[],,False,False,True,not_established,unconfirmed,"net force; pair rows are separate, not assumed exhaustive",0.8008890151977539,"[0.9999999403953552, 6.055811354599427e-07, 2.133914858859498e-05, 1.3201325543832354e-07]",0.0,"[-1.1709518730640411e-05, 4.250905476510525e-07, 0.8008890151977539, 0.9999999403953552, 6.055811354599427e-07, 2.133914858859498e-05, 1.3201325543832354e-07, -0.01963801495730877, 0.0007611342589370906, -0.49735137820243835, 0.005403660237789154, 0.2182440608739853, -0.0002754100423771888]","[0.19992879033088684, 0.19992968440055847, -4.498650741879828e-05, 0.19997546076774597, -0.19997891783714294, 1.4579773051082157e-06, 2.3493248590966687e-05, -2.3726028302917257e-05, 1.6106318980746437e-06, 0.6001039743423462, 0.6001020073890686, -0.31225013732910156, -0.3122459352016449, 2.021341742874938e-06, -1.9097476524621015e-06, -2.250254874525126e-05, -7.793732947902754e-06, -1.5171941413427703e-05, -1.4990149793447927e-05, -8.236517714976799e-06, 2.499184301996138e-05, 2.935652673841105e-06, -2.9047300813545007e-06, 0.6693253517150879, 0.6693217754364014, -0.36163273453712463, -0.36165717244148254, 0.00018873072986025363, 0.0002042122941929847]","[-0.3661726415157318, -0.3646734952926636, -0.2176138162612915, -0.12478902190923691, 0.10864312946796417, -0.006116194650530815, 0.12515407800674438, -0.12422751635313034, -0.0037888421211391687, 0.5396179556846619, 0.532052755355835, -1.2650001049041748, -1.269324779510498, 0.01141571905463934, -0.010895637795329094, -0.05098700523376465, -0.03403019905090332, -0.09172207862138748, -0.09029892832040787, -0.025150422006845474, 0.022973643615841866, 0.014729814603924751, -0.014234373345971107, 1.4633188247680664, 1.463216781616211, 6.465098857879639, 6.467164039611816, 0.7618604898452759, 0.8179473876953125]"
zero,legacy_raw,nominal,0,4,13,0.065,left_ankle_roll_link,unresolved_sensor_net,660.5960083007812,[],,False,False,True,not_established,unconfirmed,"net force; pair rows are separate, not assumed exhaustive",0.7987768650054932,"[0.9999993443489075, -1.5804864233359694e-05, 0.0010514172026887536, -3.0476819574687397e-06]",0.0021001774531218867,"[-0.0005829125875607133, -8.54529207572341e-06, 0.7987768650054932, 0.9999993443489075, -1.5804864233359694e-05, 0.0010514172026887536, -3.0476819574687397e-06, -0.041540734469890594, -0.0002206443896284327, -0.38286954164505005, -0.0035643670707941055, 0.4550088047981262, -0.00010859615576919168]","[0.19649118185043335, 0.19646775722503662, -0.0036099881399422884, 0.19878488779067993, -0.19870851933956146, 7.563617691630498e-05, 0.001088152639567852, -0.0010733901290223002, 3.0500497814500704e-05, 0.605286180973053, 0.6053407192230225, -0.3199627697467804, -0.3199917674064636, 6.95658236509189e-05, -7.116294000297785e-05, 3.672925231512636e-05, 5.620372758130543e-05, -0.000287896633381024, -0.0002916745434049517, 9.495561243966222e-05, 0.0001256117393495515, 0.00016395511920563877, -0.0001632933272048831, 0.6868123412132263, 0.6868963241577148, -0.36527514457702637, -0.3653315305709839, -0.0005268795066513121, -0.0005349720595404506]","[-0.7357231974601746, -0.7366209030151367, -0.9670454859733582, -0.27211642265319824, 0.27873876690864563, 0.014337277971208096, 0.20418715476989746, -0.20050369203090668, 0.007733010221272707, 1.0952328443527222, 1.0983242988586426, -1.2280446290969849, -1.2392960786819458, 0.009678036905825138, -0.009260213933885098, -0.0069304779171943665, 0.002835090272128582, 0.02147788554430008, 0.023279910907149315, 0.011064622551202774, 0.028690824285149574, 0.03634842112660408, -0.03615279868245125, 3.5172131061553955, 3.5465850830078125, -1.7725958824157715, -1.7823652029037476, -0.000883936882019043, -0.015560001134872437]"
zero,legacy_raw,nominal,0,4,13,0.065,right_ankle_roll_link,unresolved_sensor_net,664.3616943359375,[],,False,False,True,not_established,unconfirmed,"net force; pair rows are separate, not assumed exhaustive",0.7987768650054932,"[0.9999993443489075, -1.5804864233359694e-05, 0.0010514172026887536, -3.0476819574687397e-06]",0.0021001774531218867,"[-0.0005829125875607133, -8.54529207572341e-06, 0.7987768650054932, 0.9999993443489075, -1.5804864233359694e-05, 0.0010514172026887536, -3.0476819574687397e-06, -0.041540734469890594, -0.0002206443896284327, -0.38286954164505005, -0.0035643670707941055, 0.4550088047981262, -0.00010859615576919168]","[0.19649118185043335, 0.19646775722503662, -0.0036099881399422884, 0.19878488779067993, -0.19870851933956146, 7.563617691630498e-05, 0.001088152639567852, -0.0010733901290223002, 3.0500497814500704e-05, 0.605286180973053, 0.6053407192230225, -0.3199627697467804, -0.3199917674064636, 6.95658236509189e-05, -7.116294000297785e-05, 3.672925231512636e-05, 5.620372758130543e-05, -0.000287896633381024, -0.0002916745434049517, 9.495561243966222e-05, 0.0001256117393495515, 0.00016395511920563877, -0.0001632933272048831, 0.6868123412132263, 0.6868963241577148, -0.36527514457702637, -0.3653315305709839, -0.0005268795066513121, -0.0005349720595404506]","[-0.7357231974601746, -0.7366209030151367, -0.9670454859733582, -0.27211642265319824, 0.27873876690864563, 0.014337277971208096, 0.20418715476989746, -0.20050369203090668, 0.007733010221272707, 1.0952328443527222, 1.0983242988586426, -1.2280446290969849, -1.2392960786819458, 0.009678036905825138, -0.009260213933885098, -0.0069304779171943665, 0.002835090272128582, 0.02147788554430008, 0.023279910907149315, 0.011064622551202774, 0.028690824285149574, 0.03634842112660408, -0.03615279868245125, 3.5172131061553955, 3.5465850830078125, -1.7725958824157715, -1.7823652029037476, -0.000883936882019043, -0.015560001134872437]"
zero,legacy_raw,nominal,0,4,14,0.07,left_ankle_roll_link,unresolved_sensor_net,235.21292114257812,[],,False,False,True,not_established,unconfirmed,"net force; pair rows are separate, not assumed exhaustive",0.7968909740447998,"[0.9999973773956299, -1.6304769815178588e-05, 0.0022496057208627462, -7.797048056090716e-06]",0.004501734493303708,"[-0.0012502918252721429, -7.71493068896234e-06, 0.7968909740447998, 0.9999973773956299, -1.6304769815178588e-05, 0.0022496057208627462, -7.797048056090716e-06, -0.044055111706256866, -0.0004364717460703105, -0.35228216648101807, -0.005581561475992203, 0.46306151151657104, -0.0022204401902854443]","[0.19269871711730957, 0.19265982508659363, -0.009517647325992584, 0.19723522663116455, -0.19717362523078918, 0.00014183230814523995, 0.0020237641874700785, -0.001982663059607148, 6.328955805656733e-06, 0.6110424399375916, 0.6111021637916565, -0.324768990278244, -0.3248736262321472, 0.00010336830746382475, -0.00010380225285189226, -0.00012168175453552976, -0.00010705029126256704, 0.00016401590255554765, 0.00016879440227057785, 5.667875666404143e-05, 8.139197598211467e-05, 0.0003550901892594993, -0.0003500001330394298, 0.7042161226272583, 0.7044337391853333, -0.3744809627532959, -0.37459513545036316, 0.00034160277573391795, 0.0003508093359414488]","[-0.7171882390975952, -0.7228319644927979, -1.2701025009155273, -0.3120446503162384, 0.3238663077354431, 0.01728692650794983, 0.15467098355293274, -0.14891678094863892, 5.7033641496673226e-05, 1.1118685007095337, 1.1210763454437256, -0.6708676815032959, -0.6858030557632446, 0.0038810204714536667, -0.00411666976287961, 0.005989814642816782, 0.010014932602643967, 0.142315074801445, 0.14277096092700958, -0.0006674779579043388, 0.009967322461307049, 0.03570300340652466, -0.03501885384321213, 3.115124225616455, 3.1468303203582764, -1.5875904560089111, -1.6107817888259888, -0.2907933294773102, -0.2760634124279022]"
zero,legacy_raw,nominal,0,4,14,0.07,right_ankle_roll_link,unresolved_sensor_net,235.88690185546875,[],,False,False,True,not_established,unconfirmed,"net force; pair rows are separate, not assumed exhaustive",0.7968909740447998,"[0.9999973773956299, -1.6304769815178588e-05, 0.0022496057208627462, -7.797048056090716e-06]",0.004501734493303708,"[-0.0012502918252721429, -7.71493068896234e-06, 0.7968909740447998, 0.9999973773956299, -1.6304769815178588e-05, 0.0022496057208627462, -7.797048056090716e-06, -0.044055111706256866, -0.0004364717460703105, -0.35228216648101807, -0.005581561475992203, 0.46306151151657104, -0.0022204401902854443]","[0.19269871711730957, 0.19265982508659363, -0.009517647325992584, 0.19723522663116455, -0.19717362523078918, 0.00014183230814523995, 0.0020237641874700785, -0.001982663059607148, 6.328955805656733e-06, 0.6110424399375916, 0.6111021637916565, -0.324768990278244, -0.3248736262321472, 0.00010336830746382475, -0.00010380225285189226, -0.00012168175453552976, -0.00010705029126256704, 0.00016401590255554765, 0.00016879440227057785, 5.667875666404143e-05, 8.139197598211467e-05, 0.0003550901892594993, -0.0003500001330394298, 0.7042161226272583, 0.7044337391853333, -0.3744809627532959, -0.37459513545036316, 0.00034160277573391795, 0.0003508093359414488]","[-0.7171882390975952, -0.7228319644927979, -1.2701025009155273, -0.3120446503162384, 0.3238663077354431, 0.01728692650794983, 0.15467098355293274, -0.14891678094863892, 5.7033641496673226e-05, 1.1118685007095337, 1.1210763454437256, -0.6708676815032959, -0.6858030557632446, 0.0038810204714536667, -0.00411666976287961, 0.005989814642816782, 0.010014932602643967, 0.142315074801445, 0.14277096092700958, -0.0006674779579043388, 0.009967322461307049, 0.03570300340652466, -0.03501885384321213, 3.115124225616455, 3.1468303203582764, -1.5875904560089111, -1.6107817888259888, -0.2907933294773102, -0.2760634124279022]"
zero,legacy_raw,nominal,0,4,15,0.075,left_ankle_roll_link,unresolved_sensor_net,232.81826782226562,[],,False,False,True,not_established,unconfirmed,"net force; pair rows are separate, not assumed exhaustive",0.7951480150222778,"[0.999994158744812, -2.4043818484642543e-05, 0.0033957879059016705, -1.2498077012423892e-05]",0.0067922141028804684,"[-0.0018987583462148905, -1.1211552191525698e-05, 0.7951480150222778, 0.999994158744812, -2.4043818484642543e-05, 0.0033957879059016705, -1.2498077012423892e-05, -0.04254638031125069, -0.0002986155159305781, -0.32429301738739014, -0.004473589826375246, 0.42218154668807983, -0.0019902598578482866]","[0.18916957080364227, 0.18911074101924896, -0.016304323449730873, 0.19550684094429016, -0.19542215764522552, 0.00022466540394816548, 0.0026924486737698317, -0.002622392028570175, 5.641055849991972e-06, 0.6168138384819031, 0.616897702217102, -0.32750359177589417, -0.32767364382743835, 0.00012109546514693648, -0.00012161038466729224, -0.00018023473967332393, -0.00016547093400731683, 0.0010373983532190323, 0.0010475029703229666, 9.900461009237915e-05, 0.0001247373002115637, 0.0005245119100436568, -0.0005151740624569356, 0.7197349667549133, 0.7200857400894165, -0.38276514410972595, -0.3829457759857178, 0.0002948119945358485, 0.0002972099755425006]","[-0.642021656036377, -0.6466711163520813, -1.3644682168960571, -0.3526046872138977, 0.3609030544757843, 0.01678500510752201, 0.10040227323770523, -0.09436509758234024, 0.00014566337631549686, 1.1119797229766846, 1.1187890768051147, -0.3387726843357086, -0.35366523265838623, 0.00227937288582325, -0.002438486786559224, 0.0005688173696398735, 0.0036800913512706757, 0.20286206901073456, 0.20357002317905426, 0.00031337514519691467, 0.01015552505850792, 0.029485641047358513, -0.028646018356084824, 2.7995994091033936, 2.8316757678985596, -1.47648024559021, -1.4999834299087524, -0.22260136902332306, -0.2011115401983261]"
zero,legacy_raw,nominal,0,4,15,0.075,right_ankle_roll_link,unresolved_sensor_net,234.13882446289062,[],,False,False,True,not_established,unconfirmed,"net force; pair rows are separate, not assumed exhaustive",0.7951480150222778,"[0.999994158744812, -2.4043818484642543e-05, 0.0033957879059016705, -1.2498077012423892e-05]",0.0067922141028804684,"[-0.0018987583462148905, -1.1211552191525698e-05, 0.7951480150222778, 0.999994158744812, -2.4043818484642543e-05, 0.0033957879059016705, -1.2498077012423892e-05, -0.04254638031125069, -0.0002986155159305781, -0.32429301738739014, -0.004473589826375246, 0.42218154668807983, -0.0019902598578482866]","[0.18916957080364227, 0.18911074101924896, -0.016304323449730873, 0.19550684094429016, -0.19542215764522552, 0.00022466540394816548, 0.0026924486737698317, -0.002622392028570175, 5.641055849991972e-06, 0.6168138384819031, 0.616897702217102, -0.32750359177589417, -0.32767364382743835, 0.00012109546514693648, -0.00012161038466729224, -0.00018023473967332393, -0.00016547093400731683, 0.0010373983532190323, 0.0010475029703229666, 9.900461009237915e-05, 0.0001247373002115637, 0.0005245119100436568, -0.0005151740624569356, 0.7197349667549133, 0.7200857400894165, -0.38276514410972595, -0.3829457759857178, 0.0002948119945358485, 0.0002972099755425006]","[-0.642021656036377, -0.6466711163520813, -1.3644682168960571, -0.3526046872138977, 0.3609030544757843, 0.01678500510752201, 0.10040227323770523, -0.09436509758234024, 0.00014566337631549686, 1.1119797229766846, 1.1187890768051147, -0.3387726843357086, -0.35366523265838623, 0.00227937288582325, -0.002438486786559224, 0.0005688173696398735, 0.0036800913512706757, 0.20286206901073456, 0.20357002317905426, 0.00031337514519691467, 0.01015552505850792, 0.029485641047358513, -0.028646018356084824, 2.7995994091033936, 2.8316757678985596, -1.47648024559021, -1.4999834299087524, -0.22260136902332306, -0.2011115401983261]"
zero,legacy_raw,nominal,0,4,16,0.08,left_ankle_roll_link,unresolved_sensor_net,225.46343994140625,[],,False,False,True,not_established,unconfirmed,"net force; pair rows are separate, not assumed exhaustive",0.7935337424278259,"[0.9999902248382568, -3.082088005612604e-05, 0.004398533143103123, -1.6713194781914353e-05]",0.008795869924333082,"[-0.0024789494927972555, -1.413581776432693e-05, 0.7935337424278259, 0.9999902248382568, -3.082088005612604e-05, 0.004398533143103123, -1.6713194781914353e-05, -0.0385764054954052, -0.0002615374978631735, -0.29917898774147034, -0.004191661719232798, 0.35483190417289734, -0.001773966127075255]","[0.1861293613910675, 0.18605352938175201, -0.023212408646941185, 0.1935921460390091, -0.19349129498004913, 0.0003057950525544584, 0.0030898787081241608, -0.002990333829075098, 6.1984205785847735e-06, 0.6225041151046753, 0.6226067543029785, -0.3289128243923187, -0.32914718985557556, 0.00013449076504912227, -0.00013512653822544962, -0.00024169169773813337, -0.0002270326076541096, 0.0021194652654230595, 0.002134524052962661, 0.00014242407632991672, 0.00016844493802636862, 0.0006564892246387899, -0.0006424289313144982, 0.7337557673454285, 0.7342398762702942, -0.3904736340045929, -0.39072394371032715, 0.0003070519014727324, 0.00030983483884483576]","[-0.5312256217002869, -0.5353256464004517, -1.3433431386947632, -0.3890119194984436, 0.39629659056663513, 0.01676167920231819, 0.047343138605356216, -0.04138024151325226, 0.0003507595683913678, 1.0881718397140503, 1.0941376686096191, -0.12217294424772263, -0.1363302767276764, 0.0019115961622446775, -0.002091467846184969, 0.0002842489629983902, 0.0033137882128357887, 0.23199968039989471, 0.23255129158496857, 0.00010632909834384918, 0.009315713308751583, 0.021382804960012436, -0.020487871021032333, 2.519230604171753, 2.5503053665161133, -1.3664213418960571, -1.3895163536071777, -0.2291172295808792, -0.21066665649414062]"
zero,legacy_raw,nominal,0,4,16,0.08,right_ankle_roll_link,unresolved_sensor_net,226.62176513671875,[],,False,False,True,not_established,unconfirmed,"net force; pair rows are separate, not assumed exhaustive",0.7935337424278259,"[0.9999902248382568, -3.082088005612604e-05, 0.004398533143103123, -1.6713194781914353e-05]",0.008795869924333082,"[-0.0024789494927972555, -1.413581776432693e-05, 0.7935337424278259, 0.9999902248382568, -3.082088005612604e-05, 0.004398533143103123, -1.6713194781914353e-05, -0.0385764054954052, -0.0002615374978631735, -0.29917898774147034, -0.004191661719232798, 0.35483190417289734, -0.001773966127075255]","[0.1861293613910675, 0.18605352938175201, -0.023212408646941185, 0.1935921460390091, -0.19349129498004913, 0.0003057950525544584, 0.0030898787081241608, -0.002990333829075098, 6.1984205785847735e-06, 0.6225041151046753, 0.6226067543029785, -0.3289128243923187, -0.32914718985557556, 0.00013449076504912227, -0.00013512653822544962, -0.00024169169773813337, -0.0002270326076541096, 0.0021194652654230595, 0.002134524052962661, 0.00014242407632991672, 0.00016844493802636862, 0.0006564892246387899, -0.0006424289313144982, 0.7337557673454285, 0.7342398762702942, -0.3904736340045929, -0.39072394371032715, 0.0003070519014727324, 0.00030983483884483576]","[-0.5312256217002869, -0.5353256464004517, -1.3433431386947632, -0.3890119194984436, 0.39629659056663513, 0.01676167920231819, 0.047343138605356216, -0.04138024151325226, 0.0003507595683913678, 1.0881718397140503, 1.0941376686096191, -0.12217294424772263, -0.1363302767276764, 0.0019115961622446775, -0.002091467846184969, 0.0002842489629983902, 0.0033137882128357887, 0.23199968039989471, 0.23255129158496857, 0.00010632909834384918, 0.009315713308751583, 0.021382804960012436, -0.020487871021032333, 2.519230604171753, 2.5503053665161133, -1.3664213418960571, -1.3895163536071777, -0.2291172295808792, -0.21066665649414062]"
