run,episode_id,control_step,physics_step,sim_time,link,sensor_id,robot_id,current_force_N,history_max_N,terminal_control_step,root_height,geometry_min_z,contact_object,contact_points,contact_separations,evidence,first_terminal_base_contact
initial_v2,0,10,37,0.185,left_wrist_yaw_link,7,22,36.698951721191406,36.698951721191406,10,0.7805705666542053,0.5527033917605877,未确认,[],[],net force only,True
initial_v2,0,10,37,0.185,left_hip_roll_link,19,16,36.698951721191406,36.698951721191406,10,0.7805705666542053,0.3992406241595745,未确认,[],[],net force only,True
initial_v2,1,11,41,0.20500000000000002,left_wrist_yaw_link,7,22,26.062402725219727,26.062402725219727,11,0.7756015658378601,0.5430621020495892,未确认,[],[],net force only,True
initial_v2,1,11,41,0.20500000000000002,left_hip_roll_link,19,16,26.062402725219727,26.062402725219727,11,0.7756015658378601,0.397796880453825,未确认,[],[],net force only,True
initial_v2,3,11,42,0.21,left_wrist_yaw_link,7,22,32.94171905517578,32.94171905517578,11,0.7667168974876404,0.5549116842448711,未确认,[],[],net force only,True
initial_v2,3,11,42,0.21,left_hip_roll_link,19,16,32.94171905517578,32.94171905517578,11,0.7667168974876404,0.39805687591433525,未确认,[],[],net force only,True
initial_v2,4,11,43,0.215,left_wrist_yaw_link,7,22,31.111621856689453,31.111621856689453,11,0.7775978446006775,0.5381360165774822,未确认,[],[],net force only,True
initial_v2,4,11,43,0.215,left_hip_roll_link,19,16,31.111621856689453,31.111621856689453,11,0.7775978446006775,0.38706887885928154,未确认,[],[],net force only,True
initial_v2,5,11,42,0.21,right_wrist_yaw_link,14,23,44.108375549316406,44.108375549316406,11,0.7694007158279419,0.5216979496181011,未确认,[],[],net force only,True
initial_v2,5,11,42,0.21,right_hip_roll_link,25,17,44.108375549316406,44.108375549316406,11,0.7694007158279419,0.39984361454844475,未确认,[],[],net force only,True
